"","Interval","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Chr","Start","End","Strand","Annotation","Distance.to.TSS","Nearest.PromoterID","Entrez.ID","Nearest.Unigene","Gene.Name","gc_content","length"
"1","Interval_47911",392.916041547606,-4.43728728007625,0.222217124349821,-19.96825084052,1.0403321517784e-88,8.750753894684e-84,"chr21",25582827,25588200,"+","TTS (MRPL39)",-2289,"LINC00515","LINC00515","rna81080","LINC00515",0.371790100483811,5373
"2","Interval_71016",774.483353846032,-3.08046280106285,0.165316811408287,-18.6336935416384,1.71285619701441e-77,7.20384495059337e-73,"chr7",41685735,41695043,"+","exon (INHBA, exon 3 of 3)",-3559,"INHBA-AS1","INHBA-AS1","rna32649","INHBA-AS1",0.41078526157482,9308
"3","Interval_71015",254.96365206673,-3.54014304912957,0.210561761899317,-16.8128487204734,1.96497228889063e-63,5.50945480266783e-59,"chr7",41680105,41683842,"+","Intergenic",-11975,"INHBA-AS1","INHBA-AS1","rna32649","INHBA-AS1",0.396736222578919,3737
"4","Interval_41811",654.670294673727,-3.26606408606977,0.204388368473533,-15.979696449765,1.77005766993751e-57,3.72221002266985e-53,"chr2",113131283,113137302,"+","TTS (IL1RN)",14226,"IL1RN","IL1RN","NM_173841","IL1RN",0.481395348837209,6019
"5","Interval_38402",113.68397467256,-4.03890533428779,0.296291752028942,-13.6315145684287,2.60125085309546e-42,4.37608431016249e-38,"chr2",6896006,6899638,"+","exon (RSAD2, exon 6 of 6)",20157,"RSAD2","RSAD2","NM_080657","RSAD2",0.376273052573631,3632
"6","Interval_71018",195.842910305938,-2.49369673798149,0.192855296330496,-12.9304031853398,3.03224542839451e-38,4.25095540349007e-34,"chr7",41698304,41700086,"+","intron (INHBA-AS1, intron 1 of 2)",3913,"INHBA","INHBA","NM_002192","INHBA",0.459338194054964,1782
"7","Interval_3434",307.161228188849,-2.56450160651763,0.215018485777016,-11.9268889707331,8.57173916847563e-33,1.03001691450904e-28,"chr1",109890007,109890981,"+","Intergenic",-20117,"CSF1","CSF1","NM_172211","CSF1",0.491282051282051,974
"8","Interval_13097",110.958284065801,-3.2981791352298,0.278063424276298,-11.8612476409431,1.8815040028351e-32,1.97828386498093e-28,"chr11",35126189,35127710,"+","Intergenic",12107,"RP4-607I7.1","RP4-607I7","rna47713","RP4-607I7.1",0.459685863874346,1521
"9","Interval_73283",165.632755859479,-2.80299109100701,0.239013149845983,-11.7273509545949,9.23023193683003e-32,8.62667732629398e-28,"chr7",130872113,130876882,"+","Intergenic",2310,"MIR29A","MIR29A","rna34919","MIR29A",0.446960167714885,4769
"10","Interval_29337",209.357046839731,2.37154271922404,0.203577007243685,11.6493642938039,2.31176885793172e-31,1.94454437484927e-27,"chr16",56667436,56670506,"+","promoter-TSS (MT1G)",-843,"MT1H","MT1H","NM_005951","MT1H",0.685671417854464,3070
"11","Interval_41810",524.75021195873,-1.92785529207788,0.167300589841634,-11.5233024217235,1.00676951087821e-30,7.69858340068366e-27,"chr2",113127149,113130457,"+","intron (IL1RN, intron 3 of 5)",8737,"IL1RN","IL1RN","NM_173841","IL1RN",0.495618011483832,3308
"12","Interval_76729",86.47392891195,-3.86192254790474,0.335949070126977,-11.4955595693272,1.38878116258013e-30,9.73477729086895e-27,"chr8",100381949,100383318,"+","promoter-TSS (MIR4471)",-178,"MIR4471","MIR4471","rna37812","MIR4471",0.353284671532847,1369
"13","Interval_65193",65.8822962978171,-4.51304101340286,0.394517390579792,-11.4393968964724,2.65726260441358e-30,1.71935110746345e-26,"chr6",12297308,12299320,"+","intron (LOC101928281, intron 3 of 3)",8018,"EDN1","EDN1","NM_001168319","EDN1",0.417784401390959,2012
"14","Interval_41798",87.6117175096198,-3.59286483807774,0.319188555007372,-11.2562458199504,2.15755518332064e-29,1.29630538746439e-25,"chr2",113053809,113054816,"+","Intergenic",-1445,"IL36B","IL36B","NM_173178","IL36B",0.442460317460317,1007
"15","Interval_13750",1397.27664048878,1.75505516682611,0.157926327464723,11.1131259429695,1.08300638192798e-28,6.07313878772482e-25,"chr11",61961883,61964806,"+","TTS (FTH1)",4316,"FTH1","FTH1","NM_002032","FTH1",0.473802395209581,2923
"16","Interval_38403",120.545281639416,-3.11023597528098,0.284012440486194,-10.9510554184058,6.56778473040075e-28,3.45280757873537e-24,"chr2",6905267,6910040,"+","Intergenic",11029,"RNF144A-AS1","RNF144A-AS1","rna9012","RNF144A-AS1",0.411185588604943,4773
"17","Interval_19522",253.215916371631,-1.92718932481199,0.180442388482704,-10.6803580966605,1.25785504756946e-26,6.22379278390029e-23,"chr12",111413345,111414296,"+","intron (SH2B3, intron 1 of 7)",-31068,"SH2B3","SH2B3","NM_005475","SH2B3",0.437138728323699,951
"18","Interval_60532",85.4611025427912,3.15760379447814,0.297959309526777,10.5974329162364,3.06271815841946e-26,1.43122521053029e-22,"chr5",34734775,34736834,"+","intron (RAI14, intron 4 of 19)",50098,"RAI14","RAI14","NM_001145523","RAI14",0.4,2059
"19","Interval_82774",142.916225739377,-2.87647643582256,0.273518590426111,-10.5165664657065,7.24664243402439e-26,3.20816488598927e-22,"chrX",45741521,45744310,"+","Intergenic",3327,"MIR221","MIR221","rna84715","MIR221",0.447670250896057,2789
"20","Interval_58618",144.963631848136,-2.96830006099118,0.282441706211355,-10.5094254697993,7.81682916339858e-26,3.28756292539636e-22,"chr4",121122215,121127035,"+","Intergenic",39696,"TNIP3","TNIP3","NM_001244764","TNIP3",0.429993777224642,4820
"21","Interval_63998",161.681030489923,2.29158128642332,0.218341501978066,10.4953994804594,9.06932677539686e-26,3.63269724625003e-22,"chr5",160627396,160630832,"+","intron (ATP10B, intron 12 of 24)",143706,"MIR146A","MIR146A","rna26597","MIR146A",0.430608088449229,3436
"22","Interval_47910",67.1773733280524,-4.1919186836101,0.40112550352106,-10.4503918270308,1.45921107489021e-25,5.57916088929047e-22,"chr21",25578041,25578730,"+","Intergenic",4363,"MIR155","MIR155","rna81079","MIR155",0.456521739130435,689
"23","Interval_608",973.537718773132,-1.67451121126986,0.160680749008792,-10.4213555239168,1.98109273936211e-25,7.24520068571496e-22,"chr1",16895611,16897419,"+","TTS (RNU1-2)",535,"RNU1-2","RNU1-2","rna939","RNU1-2",0.521835268103925,1808
"24","Interval_52062",69.1524328533815,3.54702383377803,0.34075226948191,10.4093916650094,2.24652606414222e-25,7.8736058285551e-22,"chr3",55597600,55598621,"+","intron (ERC2, intron 18 of 18)",61359,"ERC2-IT1","ERC2-IT1","rna17072","ERC2-IT1",0.407045009784736,1021
"25","Interval_71019",259.166184763069,-1.8677179393828,0.179543094774983,-10.4026163842367,2.41217357359851e-25,8.11599920572955e-22,"chr7",41701005,41703316,"+","intron (INHBA, intron 1 of 2)",948,"INHBA","INHBA","NM_002192","INHBA",0.416089965397924,2311
"26","Interval_73530",101.453322272935,-3.12869931847733,0.300970739759456,-10.3953604293158,2.60300940741484e-25,8.42123601171919e-22,"chr7",139064083,139068198,"+","intron (ZC3HAV1, intron 7 of 12)",-30115,"ZC3HAV1L","ZC3HAV1L","NM_080660","ZC3HAV1L",0.467930029154519,4115
"27","Interval_78799",118.370796305743,-2.80722504851638,0.270526014491252,-10.3769134875831,3.15820969774342e-25,9.83899291576623e-22,"chr9",32431411,32435029,"+","intron (ACO1, intron 15 of 20)",33639,"ACO1","ACO1","XM_005251476","ACO1",0.449295385465598,3618
"28","Interval_40685",80.6143154301835,-3.27962125952351,0.316247973541558,-10.3704103548747,3.38069855413803e-25,1.01559806743329e-21,"chr2",73831000,73831498,"+","intron (STAMBP, intron 3 of 10)",2022,"STAMBP","STAMBP","NM_006463","STAMBP",0.374749498997996,498
"29","Interval_3114",103.957430252424,-3.42875832809341,0.334808347186073,-10.2409583181265,1.29942823878536e-24,3.70991371791306e-21,"chr1",94526357,94528722,"+","Intergenic",14318,"F3","F3","NM_001993","F3",0.417159763313609,2365
"30","Interval_31718",246.546259252004,-2.03463068609496,0.198709782269246,-10.2392074655796,1.32315771904407e-24,3.70991371791306e-21,"chr17",34254846,34258530,"+","intron (CCL2, intron 2 of 2)",1411,"CCL2","CCL2","NM_002982","CCL2",0.361111111111111,3684
"31","Interval_73526",91.0869221481714,-2.99954358624384,0.296508402357129,-10.1162178285627,4.68158077617019e-24,1.27029408705663e-20,"chr7",139039892,139042431,"+","Intergenic",-5136,"ZC3HAV1L","ZC3HAV1L","NM_080660","ZC3HAV1L",0.481889763779528,2539
"32","Interval_5670",164.022801729155,2.17453155461536,0.215933770442459,10.0703634737616,7.47015025409075e-24,1.96359902694639e-20,"chr1",183243304,183244962,"+","exon (LAMC2, exon 23 of 23)",60741,"NMNAT2","NMNAT2","NM_015039","NMNAT2",0.437010247136829,1658
"33","Interval_44555",294.936950736977,1.7251900790802,0.171567932019737,10.0554343621846,8.69371961892401e-24,2.21597644165392e-20,"chr2",218322192,218324442,"+","exon (PNKD, exon 1 of 9)",138,"PNKD","PNKD","NM_022572","PNKD",0.623278542869836,2250
"34","Interval_10615",223.274746264519,-2.25522422645755,0.224853955385503,-10.0297289526932,1.12825895155272e-23,2.79127946205462e-20,"chr10",89340343,89345249,"+","promoter-TSS (LOC101926887)",-137,"LOC101926887","LOC101926887","rna44856","LOC101926887",0.601681555438781,4906
"35","Interval_70357",277.789707407327,-2.42140349176866,0.24494412706014,-9.88553398209929,4.8101043784305e-23,1.15600551369052e-19,"chr7",22729718,22733299,"+","exon (IL6, exon 5 of 5)",4345,"IL6","IL6","NM_000600","IL6",0.389168062534897,3581
"36","Interval_33173",80.7472187920931,3.01369620019145,0.308063961501049,9.78269637742484,1.33602928681254e-22,3.12166954056214e-19,"chr17",72710385,72712219,"+","intron (SLC39A11, intron 6 of 8)",-70830,"LINC00511","LINC00511","rna70894","LINC00511",0.352708058124174,1834
"37","Interval_57348",272.209611060448,-2.27476140231033,0.234230666878438,-9.71162927820586,2.69002285004683e-22,6.11543978464024e-19,"chr4",67450820,67452683,"+","Intergenic",-29756,"RP11-584P21.2","RP11-584P21","rna21352","RP11-584P21.2",0.399678111587983,1863
"38","Interval_38401",49.1662890149814,-4.13255049904067,0.425738348020817,-9.70678473821343,2.82095429047437e-22,6.24433079324347e-19,"chr2",6887888,6889149,"+","intron (RSAD2, intron 3 of 5)",10853,"RSAD2","RSAD2","NM_080657","RSAD2",0.456418383518225,1261
"39","Interval_59181",76.0246760449444,3.25642287686344,0.337232184440999,9.65632293448308,4.6215509918709e-22,9.96773747900565e-19,"chr4",150224665,150225523,"+","intron (DCLK2, intron 9 of 17)",146649,"DCLK2","DCLK2","NM_001040261","DCLK2",0.417927823050058,858
"40","Interval_82779",271.094853951126,-1.69715617287502,0.175957476641674,-9.64526319237442,5.14789685737329e-22,1.08253836039489e-18,"chrX",45769705,45772199,"+","Intergenic",-23858,"MIR222","MIR222","rna84718","MIR222",0.427254509018036,2494
"41","Interval_66620",336.646766135126,2.00340167386764,0.208191644233562,9.62287262412941,6.4017861376461e-22,1.31338107553196e-18,"chr6",43915977,43918420,"+","intron (LOC100132354, intron 1 of 1)",26170,"LOC100132354","LOC100132354","rna29405","LOC100132354",0.497545008183306,2443
"42","Interval_35403",641.899792318052,-2.04086977103623,0.212782801539008,-9.59132860492057,8.69579378489547e-22,1.71943395593748e-18,"chr18",63887363,63897392,"+","intron (SERPINB2, intron 2 of 7)",4672,"SERPINB2","SERPINB2","NM_001143818","SERPINB2",0.523496715512885,10029
"43","Interval_7817",245.561588534038,-1.7944518405718,0.187112708753205,-9.59021892488668,8.78983060159443e-22,1.71943395593748e-18,"chr1",247407074,247408463,"+","Intergenic",-10290,"NLRP3","NLRP3","NM_001243133","NLRP3",0.456834532374101,1389
"44","Interval_22924",105.921461365101,-2.50459075029747,0.261286117432442,-9.58562504165597,9.18994974237715e-22,1.75684686950012e-18,"chr14",34547379,34549460,"+","Intergenic",1705,"RNU1-27P","RNU1-27P","rna58109","RNU1-27P",0.347245409015025,2081
"45","Interval_53412",83.4879548588239,-2.96698988249681,0.310404372027814,-9.55846679321565,1.1951405852912e-21,2.23398334070598e-18,"chr3",122123547,122124526,"+","Intergenic",46268,"CD86","CD86","NM_176892","CD86",0.435714285714286,979
"46","Interval_60988",314.877954651791,1.79719418895191,0.189140937102438,9.50187842190166,2.06137762435919e-21,3.76940823636899e-18,"chr5",54670325,54671888,"+","intron (LOC102467080, intron 1 of 2)",32218,"LOC102467080","LOC102467080","rna24253","LOC102467080",0.468030690537084,1563
"47","Interval_590",852.18406486839,-1.51579707118546,0.159570711887864,-9.49921857997769,2.11471182012316e-21,3.78465924999276e-18,"chr1",16512621,16514691,"+","TTS (RNU1-1)",629,"RNU1-1","RNU1-1","rna908","RNU1-1",0.51569290197972,2070
"48","Interval_37522",298.046801038538,-1.69644391411307,0.179168976202669,-9.46840211998594,2.84157038285568e-21,4.9795560990397e-18,"chr19",43779839,43781877,"+","exon (KCNN4, exon 1 of 9)",1259,"KCNN4","KCNN4","XM_005258886","KCNN4",0.460743801652893,2038
"49","Interval_75101",240.279648333418,1.76148869859327,0.186394315934916,9.4503348439463,3.37748509074842e-21,5.7979011920062e-18,"chr8",29583265,29584631,"+","Intergenic",164161,"LINC00589","LINC00589","rna36556","LINC00589",0.463057790782736,1366
"50","Interval_76606",66.3651781793041,-3.07656882452343,0.325647144503891,-9.44755351443492,3.46842328210283e-21,5.8349284874816e-18,"chr8",96672637,96673836,"+","intron (CPQ, intron 1 of 8)",28009,"CPQ","CPQ","NM_016134","CPQ",0.448333333333333,1199
"51","Interval_59414",230.623962804344,1.81775679521074,0.192513922152267,9.44220955496922,3.64999919224605e-21,6.01999376579954e-18,"chr4",158120491,158121849,"+","Intergenic",51396,"FAM198B","FAM198B","NM_001128424","FAM198B",0.376747608535688,1358
