"","Interval","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Chr","Start","End","Strand","Annotation","Distance.to.TSS","Nearest.PromoterID","Entrez.ID","Nearest.Unigene","Gene.Name","gc_content","length"
"1","Interval_37106",308.403675111689,4.11097077514173,0.235432046353786,17.4613899798676,2.81983819137223e-68,2.37190689467275e-63,"chr19",34988831,34991168,"+","Intergenic",-15900,"GRAMD1A","GRAMD1A","XM_006723299","GRAMD1A",0.460743801652893,2337
"2","Interval_31063",239.477307284536,3.78489411832503,0.225471860426879,16.7865476035866,3.06143462033056e-63,1.28756286544553e-58,"chr17",14373442,14374720,"+","Intergenic",70341,"MGC12916","MGC12916","rna67810","MGC12916",0.361111111111111,1278
"3","Interval_22974",869.755229650806,2.39362168320471,0.148262301857582,16.1445064133968,1.24137548865483e-58,3.48060997427336e-54,"chr14",35397462,35400890,"+","Intergenic",5578,"NFKBIA","NFKBIA","NM_020529","NFKBIA",0.568648944916415,3428
"4","Interval_75375",229.204111447478,4.00366374238187,0.252405977695848,15.8620004919468,1.16134862019903e-56,2.44217097970104e-52,"chr8",40118798,40121210,"+","Intergenic",-33464,"C8orf4","C8orf4","NM_020130","C8orf4",0.427268959801077,2412
"5","Interval_6099",225.428167744767,4.15437468474868,0.270634706042755,15.3504875464582,3.5153450516773e-53,5.91386498043673e-49,"chr1",201403594,201404692,"+","exon (TNNI1, exon 9 of 9)",-4602,"LAD1","LAD1","NM_005558","LAD1",0.424021838034577,1098
"6","Interval_5719",461.590631715456,2.31860826490389,0.156610874646711,14.8048995328983,1.36190368199135e-49,1.90927547017838e-45,"chr1",184158552,184161729,"+","Intergenic",47272,"LOC102724830","LOC102724830","rna7007","LOC102724830",0.422278162366268,3177
"7","Interval_2399",219.78280801312,3.08802432747656,0.211240605485191,14.6185167401115,2.14012098097772e-48,2.57166109021344e-44,"chr1",65082946,65084499,"+","Intergenic",-25224,"MIR101-1","MIR101-1","rna3174","MIR101-1",0.447232947232947,1553
"8","Interval_69388",785.989943056672,2.40334746900654,0.166577584416038,14.4277963774768,3.45958838927364e-47,3.63754096704691e-43,"chr6",159675700,159680328,"+","Intergenic",15307,"SOD2","SOD2","NM_000636","SOD2",0.403110823071938,4628
"9","Interval_78462",220.010062778389,3.68671395133453,0.258964037317212,14.2363935530499,5.44662436352479e-46,5.09047564819875e-42,"chr9",7368338,7369645,"+","Intergenic",-22907,"LOC102723994","LOC102723994","rna39007","LOC102723994",0.413608562691131,1307
"10","Interval_81020",546.405274493487,2.08151189658494,0.147867228243304,14.0768980477539,5.26714872136435e-45,4.43046214697562e-41,"chr9",120925621,120927338,"+","intron (TRAF1, intron 1 of 7)",416,"TRAF1","TRAF1","NM_001190945","TRAF1",0.548311990686845,1717
