geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
hsa00512	Mucin type O-glycan biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00512+442117+55568+2591+192134	-0.5669796999345437	-1.4659352266115662	0.054964538909637345	0.7005933738523386	15	./Project_IK_0_vs_C_0_gsea_GSEA/hsa00512.png	4	442117;55568;2591;192134	B3GNT6;GALNT10;GALNT3;GALNTL6
hsa04392	Hippo signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04392+9770+60485+10413+79633+5058+23286	-0.602627108885718	-1.481751937417793	0.046382189153279796	0.7263619586085012	13	./Project_IK_0_vs_C_0_gsea_GSEA/hsa04392.png	6	9770;60485;10413;79633;5058;23286	FAT4;PAK1;RASSF2;SAV1;WWC1;YAP1
hsa05416	Viral myocarditis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05416+3122+3113+6445+3119+3123+3117+941+3106+5880+3689+5881+1605+3109+1604+841	0.4629158653537784	1.4801412535662766	0.038374717746332464	0.7522450947841073	33	./Project_IK_0_vs_C_0_gsea_GSEA/hsa05416.png	15	3122;3113;6445;3119;3123;3117;941;3106;5880;3689;5881;1605;3109;1604;841	CASP8;CD55;CD80;DAG1;HLA-B;HLA-DMB;HLA-DPA1;HLA-DQA1;HLA-DQB1;HLA-DRA;HLA-DRB1;ITGB2;RAC2;RAC3;SGCG
hsa04020	Calcium signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04020+5153+153+5578+887+5257+814+5733+808+57620+2903+90550+2769+2065+3709+3707+3706+291+5335+93129+6869+1131+952+1812+1139+2066+6547+5737	-0.390698691946167	-1.437735559360474	0.02325581391485745	0.7538907168244361	83	./Project_IK_0_vs_C_0_gsea_GSEA/hsa04020.png	27	5153;153;5578;887;5257;814;5733;808;57620;2903;90550;2769;2065;3709;3707;3706;291;5335;93129;6869;1131;952;1812;1139;2066;6547;5737	ADRB1;CALM3;CAMK4;CCKBR;CD38;CHRM3;CHRNA7;DRD1;ERBB3;ERBB4;GNA15;GRIN2A;ITPKA;ITPKB;ITPR2;MCU;ORAI3;PDE1B;PHKB;PLCG1;PRKCA;PTGER3;PTGFR;SLC25A4;SLC8A3;STIM2;TACR1
hsa05321	Inflammatory bowel disease (IBD)	http://www.kegg.jp/kegg-bin/show_pathway?hsa05321+3122+3561+3113+3552+4094+3119+3123+3569+3117+51561	0.41912700284441956	1.35195041776211	0.0749414518151254	0.76392951315875	33	./Project_IK_0_vs_C_0_gsea_GSEA/hsa05321.png	10	3122;3561;3113;3552;4094;3119;3123;3569;3117;51561	HLA-DPA1;HLA-DQA1;HLA-DQB1;HLA-DRA;HLA-DRB1;IL1A;IL23A;IL2RG;IL6;MAF
hsa04672	Intestinal immune network for IgA production	http://www.kegg.jp/kegg-bin/show_pathway?hsa04672+3122+3113+3119+3123+3569+3117	0.47926050072447357	1.3592675773602594	0.11037527569453581	0.7753482268494363	20	./Project_IK_0_vs_C_0_gsea_GSEA/hsa04672.png	6	3122;3113;3119;3123;3569;3117	HLA-DPA1;HLA-DQA1;HLA-DQB1;HLA-DRA;HLA-DRB1;IL6
hsa05322	Systemic lupus erythematosus	http://www.kegg.jp/kegg-bin/show_pathway?hsa05322+1991+3122+3113+3119+3123+3117+8366+440689+2209+3014+8344+81+8362+8357+718+941+3015+8330+55766+8332+6628+8335+8347+8359+712+3109+87+8349+8346	0.3707446122922244	1.3778731624601828	0.051162790578691185	0.7885974481809989	64	./Project_IK_0_vs_C_0_gsea_GSEA/hsa05322.png	29	1991;3122;3113;3119;3123;3117;8366;440689;2209;3014;8344;81;8362;8357;718;941;3015;8330;55766;8332;6628;8335;8347;8359;712;3109;87;8349;8346	ACTN1;ACTN4;C1QA;C3;CD80;ELANE;FCGR1A;H2AFJ;H2AFX;H2AFZ;HIST1H2AB;HIST1H2AK;HIST1H2AL;HIST1H2BC;HIST1H2BE;HIST1H2BI;HIST1H3H;HIST1H4A;HIST1H4B;HIST1H4K;HIST2H2BE;HIST2H2BF;HLA-DMB;HLA-DPA1;HLA-DQA1;HLA-DQB1;HLA-DRA;HLA-DRB1;SNRPB
hsa05164	Influenza A	http://www.kegg.jp/kegg-bin/show_pathway?hsa05164+3456+3122+3113+5595+6041+3304+3552+3665+3119+8797+3303+3123+7297+3569+208+3117+8503+5894+29107+10379+3716+4261+3448+5610+91543+6352+3337+10000+103+5295+5970+10482+5604+9021	0.3376974950635164	1.3668879993324092	0.01928374650335056	0.7908820692817278	109	./Project_IK_0_vs_C_0_gsea_GSEA/hsa05164.png	34	3456;3122;3113;5595;6041;3304;3552;3665;3119;8797;3303;3123;7297;3569;208;3117;8503;5894;29107;10379;3716;4261;3448;5610;91543;6352;3337;10000;103;5295;5970;10482;5604;9021	ADAR;AKT2;AKT3;CCL5;CIITA;DNAJB1;EIF2AK2;HLA-DPA1;HLA-DQA1;HLA-DQB1;HLA-DRA;HLA-DRB1;HSPA1A;HSPA1B;IFNA14;IFNB1;IL1A;IL6;IRF7;IRF9;JAK1;MAP2K1;MAPK3;NXF1;NXT1;PIK3R1;PIK3R3;RAF1;RELA;RNASEL;RSAD2;SOCS3;TNFRSF10A;TYK2
hsa04340	Hedgehog signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04340+2121+8454+1452+2737+91653+374654	-0.5120293675861637	-1.4941788857819198	0.05390334562471497	0.791338518023249	25	./Project_IK_0_vs_C_0_gsea_GSEA/hsa04340.png	6	2121;8454;1452;2737;91653;374654	BOC;CSNK1A1;CUL1;EVC;GLI3;KIF7
hsa04080	Neuroactive ligand-receptor interaction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04080+1511+2894+2831+5618+151+2908+5028+706+1268+2688+10203+2891+4886+6869+1131+2893+2557+5617+23620+11255+2743+1812+2358+2862+1139+51289+1815+5737	-0.37358770771130345	-1.4133147220969564	0.032840722441969256	0.7953442058027341	93	./Project_IK_0_vs_C_0_gsea_GSEA/hsa04080.png	28	1511;2894;2831;5618;151;2908;5028;706;1268;2688;10203;2891;4886;6869;1131;2893;2557;5617;23620;11255;2743;1812;2358;2862;1139;51289;1815;5737	ADRA2B;CALCRL;CHRM3;CHRNA7;CNR1;CTSG;DRD1;DRD4;FPR2;GABRA4;GH1;GLRB;GRIA2;GRIA4;GRID1;HRH3;MLNR;NPBWR1;NPY1R;NR3C1;NTSR2;P2RY1;PRL;PRLR;PTGFR;RXFP3;TACR1;TSPO
