geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
hsa04370	VEGF signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04370+5829+5881+5605+6714+207+5579+572+8681+5578+842+9261+4773+3845+5894+5880+998+5604+10000	0.6743562333287517	2.0735369596666198	0	0.0010227890178029213	41	./Project_IK_24_vs_C_24_gsea_GSEA/hsa04370.png	18	5829;5881;5605;6714;207;5579;572;8681;5578;842;9261;4773;3845;5894;5880;998;5604;10000	AKT1;AKT3;BAD;CASP9;CDC42;JMJD7-PLA2G4B;KRAS;MAP2K1;MAP2K2;MAPKAPK2;NFATC2;PRKCA;PRKCB;PXN;RAC2;RAC3;RAF1;SRC
hsa05215	Prostate cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05215+5605+1950+207+5155+2932+572+83439+842+898+5970+2950+3320+5925+3845+5894+4193+5604+10000+1387+2033+6655+1147+5295	0.5821703842070577	1.9026322902595452	0	0.013807651740339438	59	./Project_IK_24_vs_C_24_gsea_GSEA/hsa05215.png	23	5605;1950;207;5155;2932;572;83439;842;898;5970;2950;3320;5925;3845;5894;4193;5604;10000;1387;2033;6655;1147;5295	AKT1;AKT3;BAD;CASP9;CCNE1;CHUK;CREBBP;EGF;EP300;GSK3B;GSTP1;HSP90AA1;KRAS;MAP2K1;MAP2K2;MDM2;PDGFB;PIK3R1;RAF1;RB1;RELA;SOS2;TCF7L1
hsa05213	Endometrial cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05213+5605+1950+207+2932+8313+581+8312+572+83439+842+3845+5894+5604+10000+6655+5295+2885	0.6084180748207043	1.8740099160020975	0	0.013978116576639924	40	./Project_IK_24_vs_C_24_gsea_GSEA/hsa05213.png	17	5605;1950;207;2932;8313;581;8312;572;83439;842;3845;5894;5604;10000;6655;5295;2885	AKT1;AKT3;AXIN1;AXIN2;BAD;BAX;CASP9;EGF;GRB2;GSK3B;KRAS;MAP2K1;MAP2K2;PIK3R1;RAF1;SOS2;TCF7L1
hsa05219	Bladder cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05219+5605+6714+1950+1890+7057+2261+5925+3845+5894+4193+5604	0.6400605726411315	1.8432599204381857	0	0.018665899574903316	30	./Project_IK_24_vs_C_24_gsea_GSEA/hsa05219.png	11	5605;6714;1950;1890;7057;2261;5925;3845;5894;4193;5604	EGF;FGFR3;KRAS;MAP2K1;MAP2K2;MDM2;RAF1;RB1;SRC;THBS1;TYMP
hsa05231	Choline metabolism in cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05231+6667+5881+5605+1950+207+5155+5579+1609+10810+8681+5578+3845+5894+5880+8527+5604+10000+6655+5599+5295+56994+23396+2885+7249+5601+5594	0.549120021532473	1.821093525422892	0	0.02066033815961901	64	./Project_IK_24_vs_C_24_gsea_GSEA/hsa05231.png	26	6667;5881;5605;1950;207;5155;5579;1609;10810;8681;5578;3845;5894;5880;8527;5604;10000;6655;5599;5295;56994;23396;2885;7249;5601;5594	AKT1;AKT3;CHPT1;DGKD;DGKQ;EGF;GRB2;JMJD7-PLA2G4B;KRAS;MAP2K1;MAP2K2;MAPK1;MAPK8;MAPK9;PDGFB;PIK3R1;PIP5K1C;PRKCA;PRKCB;RAC2;RAC3;RAF1;SOS2;SP1;TSC2;WASF3
hsa04520	Adherens junction	http://www.kegg.jp/kegg-bin/show_pathway?hsa04520+5881+6714+6591+87+5797+83439+10810+4008+8826+5880+3643+998+1387+2033+1459+9855+1500+5594	0.579425118971509	1.789603393974311	0.0012135922315369026	0.026933444135476926	41	./Project_IK_24_vs_C_24_gsea_GSEA/hsa04520.png	18	5881;6714;6591;87;5797;83439;10810;4008;8826;5880;3643;998;1387;2033;1459;9855;1500;5594	ACTN1;CDC42;CREBBP;CSNK2A2;CTNND1;EP300;FARP2;INSR;IQGAP1;LMO7;MAPK1;PTPRM;RAC2;RAC3;SNAI2;SRC;TCF7L1;WASF3
hsa04917	Prolactin signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04917+5605+6714+207+2932+122809+30837+5970+9021+8651+3845+5894+8835+5604+10000+5618+6655+5599+5295+2885+3659+5601+5594	0.5403238142091709	1.6967675350450229	0	0.04251880059723573	48	./Project_IK_24_vs_C_24_gsea_GSEA/hsa04917.png	22	5605;6714;207;2932;122809;30837;5970;9021;8651;3845;5894;8835;5604;10000;5618;6655;5599;5295;2885;3659;5601;5594	AKT1;AKT3;GRB2;GSK3B;IRF1;KRAS;MAP2K1;MAP2K2;MAPK1;MAPK8;MAPK9;PIK3R1;PRLR;RAF1;RELA;SOCS1;SOCS2;SOCS3;SOCS4;SOCS7;SOS2;SRC
hsa04916	Melanogenesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04916+7473+5605+7480+2932+5579+8325+1855+83439+5578+5331+3845+5894+801+5604+1387+2033+7471+115+817+5594+23236+7483+1910+10488+8323+1385+8326	0.5148928051658462	1.6907222926859036	0	0.04268439500964192	58	./Project_IK_24_vs_C_24_gsea_GSEA/hsa04916.png	27	7473;5605;7480;2932;5579;8325;1855;83439;5578;5331;3845;5894;801;5604;1387;2033;7471;115;817;5594;23236;7483;1910;10488;8323;1385;8326	ADCY9;CALM1;CAMK2D;CREB1;CREB3;CREBBP;DVL1;EDNRB;EP300;FZD6;FZD8;FZD9;GSK3B;KRAS;MAP2K1;MAP2K2;MAPK1;PLCB1;PLCB3;PRKCA;PRKCB;RAF1;TCF7L1;WNT1;WNT10B;WNT3;WNT9A
hsa04724	Glutamatergic synapse	http://www.kegg.jp/kegg-bin/show_pathway?hsa04724+2891+6505+2900+2788+116444+5579+8681+5578+5331+94235+2752+59345+85358+2793+115+1742+2783+5594+2782+5338+23236	0.5548099215666586	1.720307542803238	0	0.04367309106018474	45	./Project_IK_24_vs_C_24_gsea_GSEA/hsa04724.png	21	2891;6505;2900;2788;116444;5579;8681;5578;5331;94235;2752;59345;85358;2793;115;1742;2783;5594;2782;5338;23236	ADCY9;DLG4;GLUL;GNB1;GNB2;GNB4;GNG7;GNG8;GNGT2;GRIA2;GRIK4;GRIN3B;JMJD7-PLA2G4B;MAPK1;PLCB1;PLCB3;PLD2;PRKCA;PRKCB;SHANK3;SLC1A1
hsa01521	EGFR tyrosine kinase inhibitor resistance	http://www.kegg.jp/kegg-bin/show_pathway?hsa01521+4763+5605+6714+1950+207+5155+2932+581+5579+572+5578+2261+9542+2065+3845+5894+5604+10000+6655+3569+5295	0.5391341005774336	1.7259730024638131	0	0.044320857438126596	56	./Project_IK_24_vs_C_24_gsea_GSEA/hsa01521.png	21	4763;5605;6714;1950;207;5155;2932;581;5579;572;5578;2261;9542;2065;3845;5894;5604;10000;6655;3569;5295	AKT1;AKT3;BAD;BAX;EGF;ERBB3;FGFR3;GSK3B;IL6;KRAS;MAP2K1;MAP2K2;NF1;NRG2;PDGFB;PIK3R1;PRKCA;PRKCB;RAF1;SOS2;SRC
