geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
hsa05164	Influenza A	http://www.kegg.jp/kegg-bin/show_pathway?hsa05164+10379+148022+23586+3456+3552+3569+3592+3665+3716+3717+4792+4938+4939+4940+5045+5371+5606+6772+7706+834+8743+9021+91543	157	23	5.253271492463144	4.378224128145298	1.508691616081137e-9	2.6920663520613175e-7	10379;148022;23586;3456;3552;3569;3592;3665;3716;3717;4792;4938;4939;4940;5045;5371;5606;6772;7706;834;8743;9021;91543	IL6;OAS2;RSAD2;TNFSF10;FURIN;OAS1;IL1A;TRIM25;SOCS3;NFKBIA;MAP2K3;STAT1;IRF9;CASP1;PML;DDX58;OAS3;IRF7;JAK1;IL12A;IFNB1;TICAM1;JAK2
hsa04621	NOD-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04621+10379+115362+148022+1508+2634+331+3456+3569+3665+3716+440068+4792+4938+4939+4940+5027+5580+6772+7128+834+84674+8737+8772	158	23	5.286731820440616	4.3505138488532396	1.7146919439881003e-9	2.6920663520613175e-7	10379;115362;148022;1508;2634;331;3456;3569;3665;3716;440068;4792;4938;4939;4940;5027;5580;6772;7128;834;84674;8737;8772	IL6;OAS2;XIAP;P2RX7;GBP5;OAS1;FADD;NFKBIA;CARD17;CARD6;STAT1;CTSB;TNFAIP3;IRF9;CASP1;PRKCD;OAS3;IRF7;JAK1;GBP2;IFNB1;RIPK1;TICAM1
hsa05168	Herpes simplex infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05168+10379+148022+23586+3107+3133+3434+3456+3569+3592+3665+3716+3717+4792+4938+4939+4940+5371+6772+8454+8740+8764+8772+9021	166	23	5.554414444260394	4.140850530836216	4.598340819228497e-9	4.81293005745916e-7	10379;148022;23586;3107;3133;3434;3456;3569;3592;3665;3716;3717;4792;4938;4939;4940;5371;6772;8454;8740;8764;8772;9021	IL6;OAS2;TNFSF14;OAS1;HLA-E;FADD;SOCS3;IFIT1;NFKBIA;STAT1;IRF9;CUL1;PML;DDX58;OAS3;IRF7;JAK1;IL12A;IFNB1;HLA-C;TICAM1;JAK2;TNFRSF14
hsa05169	Epstein-Barr virus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05169+10379+23586+3107+3133+3456+3569+3665+3716+4609+4616+4792+4938+4939+4940+5606+567+6772+7128+8737+8772+8900+9636	184	22	6.156700347854895	3.5733426603529916	1.546516550376964e-7	1.2140154920459167e-5	10379;23586;3107;3133;3456;3569;3665;3716;4609;4616;4792;4938;4939;4940;5606;567;6772;7128;8737;8772;8900;9636	IL6;OAS2;ISG15;GADD45B;MYC;OAS1;HLA-E;FADD;NFKBIA;MAP2K3;STAT1;TNFAIP3;IRF9;DDX58;OAS3;CCNA1;B2M;IRF7;JAK1;IFNB1;HLA-C;RIPK1
hsa05162	Measles	http://www.kegg.jp/kegg-bin/show_pathway?hsa05162+10379+23586+3456+3552+3569+3592+3665+3716+3717+4792+4938+4939+4940+6772+7128+8743	119	16	3.981779029319198	4.018304351443548	1.752107429253691e-6	1.1003234655713178e-4	10379;23586;3456;3552;3569;3592;3665;3716;3717;4792;4938;4939;4940;6772;7128;8743	IL6;OAS2;TNFSF10;OAS1;IL1A;NFKBIA;STAT1;TNFAIP3;IRF9;DDX58;OAS3;IRF7;JAK1;IL12A;IFNB1;JAK2
hsa04217	Necroptosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa04217+10379+148022+2495+331+3456+3552+3716+3717+6772+7128+823+824+834+8737+8743+8772	141	16	4.717906244823588	3.3913348781686676	1.6361760461824915e-5	8.136564733142726e-4	10379;148022;2495;331;3456;3552;3716;3717;6772;7128;823;824;834;8737;8743;8772	XIAP;CAPN2;TNFSF10;FTH1;IL1A;FADD;STAT1;TNFAIP3;IRF9;CASP1;CAPN1;JAK1;IFNB1;RIPK1;TICAM1;JAK2
hsa04064	NF-kappa B signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04064+148022+23586+331+3554+4616+4792+597+6366+7128+7706+8737+8740	84	12	2.8106675501076692	4.269448373408769	1.92853231815171e-5	8.136564733142726e-4	148022;23586;331;3554;4616;4792;597;6366;7128;7706;8737;8740	XIAP;GADD45B;TNFSF14;BCL2A1;TRIM25;NFKBIA;TNFAIP3;CCL21;DDX58;IL1R1;RIPK1;TICAM1
hsa05160	Hepatitis C	http://www.kegg.jp/kegg-bin/show_pathway?hsa05160+10379+148022+23586+3434+3456+3665+3716+4792+4938+4939+4940+6772+8737+9021	113	14	3.7810170614543646	3.7027074388854815	2.073010123093688e-5	8.136564733142726e-4	10379;148022;23586;3434;3456;3665;3716;4792;4938;4939;4940;6772;8737;9021	OAS2;OAS1;SOCS3;IFIT1;NFKBIA;STAT1;IRF9;DDX58;OAS3;IRF7;JAK1;IFNB1;RIPK1;TICAM1
hsa04622	RIG-I-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04622+23586+3456+3592+3665+4792+7706+79132+8737+8772+9636	61	10	2.0410800066258075	4.899366985878916	2.859953702460949e-5	9.978060695252644e-4	23586;3456;3592;3665;4792;7706;79132;8737;8772;9636	ISG15;DHX58;FADD;TRIM25;NFKBIA;DDX58;IRF7;IL12A;IFNB1;RIPK1
hsa05163	Human cytomegalovirus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05163+1234+1499+3107+3133+3456+3554+3569+3587+3716+414062+4609+468+4792+567+5734+5880+801+8737+8772	202	19	6.758986251449396	2.811072443878051	3.907396193980617e-5	0.0012269224049099136	1234;1499;3107;3133;3456;3554;3569;3587;3716;414062;4609;468;4792;567;5734;5880;801;8737;8772	CCL3L3;IL6;MYC;RAC2;HLA-E;FADD;ATF4;NFKBIA;CTNNB1;IL10RA;IL1R1;B2M;PTGER4;CCR5;JAK1;IFNB1;CALM1;HLA-C;RIPK1
