geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0043312	neutrophil degranulation	http://amigo.geneontology.org/amigo/term/GO:0043312	442	33	9.942538975501114	3.3190717261771425	1.3876897408948707e-9	4.014335676272297e-6	55;427;671;820;929;932;948;967;968;978;1075;1378;1511;1794;3074;3689;4033;4069;4317;5660;5912;6279;6280;6518;6556;7226;7305;8566;8635;8876;84106;326624;374403	S100A9;SLC11A1;CR1;PRAM1;CD14;CAMP;TRPM2;RAP2B;DOCK2;LRMP;ACPP;HEXB;PDXK;CTSG;TBC1D10C;ASAH1;ITGB2;CD63;CTSC;VNN1;MMP8;RNASET2;LYZ;MS4A3;CD36;CDA;PSAP;CD68;S100A8;BPI;TYROBP;RAB37;SLC2A5
GO:0002283	neutrophil activation involved in immune response	http://amigo.geneontology.org/amigo/term/GO:0002283	445	33	10.010022271714922	3.2966959617310048	1.647102565449643e-9	4.014335676272297e-6	55;427;671;820;929;932;948;967;968;978;1075;1378;1511;1794;3074;3689;4033;4069;4317;5660;5912;6279;6280;6518;6556;7226;7305;8566;8635;8876;84106;326624;374403	S100A9;SLC11A1;CR1;PRAM1;CD14;CAMP;TRPM2;RAP2B;DOCK2;LRMP;ACPP;HEXB;PDXK;CTSG;TBC1D10C;ASAH1;ITGB2;CD63;CTSC;VNN1;MMP8;RNASET2;LYZ;MS4A3;CD36;CDA;PSAP;CD68;S100A8;BPI;TYROBP;RAB37;SLC2A5
GO:0042119	neutrophil activation	http://amigo.geneontology.org/amigo/term/GO:0042119	453	33	10.18997772828508	3.238476165497344	2.5809187009784296e-9	4.014335676272297e-6	55;427;671;820;929;932;948;967;968;978;1075;1378;1511;1794;3074;3689;4033;4069;4317;5660;5912;6279;6280;6518;6556;7226;7305;8566;8635;8876;84106;326624;374403	S100A9;SLC11A1;CR1;PRAM1;CD14;CAMP;TRPM2;RAP2B;DOCK2;LRMP;ACPP;HEXB;PDXK;CTSG;TBC1D10C;ASAH1;ITGB2;CD63;CTSC;VNN1;MMP8;RNASET2;LYZ;MS4A3;CD36;CDA;PSAP;CD68;S100A8;BPI;TYROBP;RAB37;SLC2A5
GO:0002446	neutrophil mediated immunity	http://amigo.geneontology.org/amigo/term/GO:0002446	455	33	10.234966592427618	3.2242411054292237	2.8825408726618207e-9	4.014335676272297e-6	55;427;671;820;929;932;948;967;968;978;1075;1378;1511;1794;3074;3689;4033;4069;4317;5660;5912;6279;6280;6518;6556;7226;7305;8566;8635;8876;84106;326624;374403	S100A9;SLC11A1;CR1;PRAM1;CD14;CAMP;TRPM2;RAP2B;DOCK2;LRMP;ACPP;HEXB;PDXK;CTSG;TBC1D10C;ASAH1;ITGB2;CD63;CTSC;VNN1;MMP8;RNASET2;LYZ;MS4A3;CD36;CDA;PSAP;CD68;S100A8;BPI;TYROBP;RAB37;SLC2A5
GO:0036230	granulocyte activation	http://amigo.geneontology.org/amigo/term/GO:0036230	458	33	10.302449888641426	3.2031216222058885	3.3979479230339393e-9	4.014335676272297e-6	55;427;671;820;929;932;948;967;968;978;1075;1378;1511;1794;3074;3689;4033;4069;4317;5660;5912;6279;6280;6518;6556;7226;7305;8566;8635;8876;84106;326624;374403	S100A9;SLC11A1;CR1;PRAM1;CD14;CAMP;TRPM2;RAP2B;DOCK2;LRMP;ACPP;HEXB;PDXK;CTSG;TBC1D10C;ASAH1;ITGB2;CD63;CTSC;VNN1;MMP8;RNASET2;LYZ;MS4A3;CD36;CDA;PSAP;CD68;S100A8;BPI;TYROBP;RAB37;SLC2A5
GO:0043299	leukocyte degranulation	http://amigo.geneontology.org/amigo/term/GO:0043299	482	33	10.842316258351893	3.043630089149994	1.2010226368985855e-8	1.1824067860266574e-5	55;427;671;820;929;932;948;967;968;978;1075;1378;1511;1794;3074;3689;4033;4069;4317;5660;5912;6279;6280;6518;6556;7226;7305;8566;8635;8876;84106;326624;374403	S100A9;SLC11A1;CR1;PRAM1;CD14;CAMP;TRPM2;RAP2B;DOCK2;LRMP;ACPP;HEXB;PDXK;CTSG;TBC1D10C;ASAH1;ITGB2;CD63;CTSC;VNN1;MMP8;RNASET2;LYZ;MS4A3;CD36;CDA;PSAP;CD68;S100A8;BPI;TYROBP;RAB37;SLC2A5
GO:0002275	myeloid cell activation involved in immune response	http://amigo.geneontology.org/amigo/term/GO:0002275	492	33	11.067260579064587	2.9817676889640183	1.97920917432981e-8	1.6701697989665985e-5	55;427;671;820;929;932;948;967;968;978;1075;1378;1511;1794;3074;3689;4033;4069;4317;5660;5912;6279;6280;6518;6556;7226;7305;8566;8635;8876;84106;326624;374403	S100A9;SLC11A1;CR1;PRAM1;CD14;CAMP;TRPM2;RAP2B;DOCK2;LRMP;ACPP;HEXB;PDXK;CTSG;TBC1D10C;ASAH1;ITGB2;CD63;CTSC;VNN1;MMP8;RNASET2;LYZ;MS4A3;CD36;CDA;PSAP;CD68;S100A8;BPI;TYROBP;RAB37;SLC2A5
GO:0006959	humoral immune response	http://amigo.geneontology.org/amigo/term/GO:0006959	184	17	4.138975501113586	4.1072965992251405	8.710917825949238e-7	6.431923949735269e-4	671;712;820;1378;1511;3119;3151;4069;6279;6280;6556;7784;7942;9450;11326;28984;54209	S100A9;SLC11A1;CR1;TFEB;CAMP;VSIG4;LY86;CTSG;RGCC;C1QA;LYZ;HMGN2;S100A8;BPI;ZP3;HLA-DQB1;TREM2
GO:0019882	antigen processing and presentation	http://amigo.geneontology.org/amigo/term/GO:0019882	161	15	3.6216035634743875	4.14181169669762	3.4829094748278777e-6	0.0022859495853120304	160;911;913;948;3109;3113;3119;3122;3123;3127;4012;6556;10437;54209;114876	SLC11A1;LNPEP;HLA-DRB1;HLA-DRB5;HLA-DRA;CD1C;OSBPL1A;CD36;HLA-DQB1;AP2A1;TREM2;HLA-DPA1;HLA-DMB;CD1E;IFI30
GO:0019884	antigen processing and presentation of exogenous antigen	http://amigo.geneontology.org/amigo/term/GO:0019884	124	13	2.7893095768374168	4.66065154902587	4.281042878417907e-6	0.0025288120282814575	160;911;913;948;3109;3113;3119;3122;3123;3127;4012;10437;114876	LNPEP;HLA-DRB1;HLA-DRB5;HLA-DRA;CD1C;OSBPL1A;CD36;HLA-DQB1;AP2A1;HLA-DPA1;HLA-DMB;CD1E;IFI30
