geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
hsa04668	TNF signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04668+10000+1435+1906+329+3383+3456+3569+3600+3659+3976+4318+4792+5291+5602+5743+5970+6352+6364+7128+7185+7424+840+8772+9021+9586	105	25	4.956932251118105	5.0434419381787805	8.108957949559681e-12	2.5462127961617398e-9	10000;1435;1906;329;3383;3456;3569;3600;3659;3976;4318;4792;5291;5602;5743;5970;6352;6364;7128;7185;7424;840;8772;9021;9586	TRAF1;IL6;TNFAIP3;CCL20;CCL5;IL15;PTGS2;EDN1;RELA;MMP9;NFKBIA;ICAM1;SOCS3;CASP7;PIK3CB;BIRC2;FADD;LIF;CSF1;CREB5;AKT3;IRF1;VEGFC;MAPK10;IFNB1
hsa05164	Influenza A	http://www.kegg.jp/kegg-bin/show_pathway?hsa05164+10000+10379+148022+23586+29110+3303+3310+3383+3456+3552+3569+3592+3665+3717+4792+4939+4940+5045+5291+5371+5578+5602+5610+5970+6041+6352+6772+8743+9021+91543	157	30	7.411793937386118	4.04760308414348	2.5203394926620604e-11	3.956933003479435e-9	10000;10379;148022;23586;29110;3303;3310;3383;3456;3552;3569;3592;3665;3717;4792;4939;4940;5045;5291;5371;5578;5602;5610;5970;6041;6352;6772;8743;9021;91543	IL6;OAS2;CCL5;TBK1;RSAD2;RELA;IRF9;IL1A;NFKBIA;OAS3;DDX58;ICAM1;SOCS3;PIK3CB;IRF7;STAT1;IL12A;AKT3;TICAM1;TNFSF10;HSPA1A;PML;FURIN;HSPA6;MAPK10;PRKCA;EIF2AK2;JAK2;RNASEL;IFNB1
hsa05168	Herpes simplex infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05168+10379+148022+23586+29110+3107+3133+3134+3434+3456+3569+3592+3600+3665+3717+4792+4939+4940+5371+5602+5610+5970+6041+6352+6772+718+7185+8454+8740+8772+9021	166	30	7.836673844624813	3.8281547241597975	1.0860634613862885e-10	1.1367464229176487e-8	10379;148022;23586;29110;3107;3133;3134;3434;3456;3569;3592;3600;3665;3717;4792;4939;4940;5371;5602;5610;5970;6041;6352;6772;718;7185;8454;8740;8772;9021	TRAF1;IL6;OAS2;CCL5;TBK1;IL15;RELA;IFIT1;IRF9;HLA-E;NFKBIA;OAS3;DDX58;HLA-F;CUL1;SOCS3;IRF7;C3;FADD;STAT1;IL12A;TNFSF14;HLA-C;TICAM1;PML;MAPK10;EIF2AK2;JAK2;RNASEL;IFNB1
hsa04621	NOD-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04621+10135+10379+115361+115362+148022+1535+2634+2635+29110+329+3428+3456+3569+3665+4792+4939+4940+5580+5602+5970+6041+6352+6772+7128+7295+84674+8772+9447	158	28	7.459002815968196	3.753852986897624	7.595197804022291e-10	5.962230276157499e-8	10135;10379;115361;115362;148022;1535;2634;2635;29110;329;3428;3456;3569;3665;4792;4939;4940;5580;5602;5970;6041;6352;6772;7128;7295;84674;8772;9447	IL6;TNFAIP3;OAS2;GBP5;CCL5;TBK1;RELA;TXN;IRF9;PRKCD;GBP2;NFKBIA;OAS3;IFI16;NAMPT;CYBA;GBP4;BIRC2;IRF7;FADD;CARD6;STAT1;GBP3;TICAM1;AIM2;MAPK10;RNASEL;IFNB1
hsa05160	Hepatitis C	http://www.kegg.jp/kegg-bin/show_pathway?hsa05160+10000+10379+148022+23586+29110+3434+3456+3659+3665+4792+4893+4939+4940+5291+5516+5520+5602+5610+5970+6041+673+6772+9021	113	23	5.334603279774722	4.311473373699736	1.6451837669961833e-9	1.0331754056736031e-7	10000;10379;148022;23586;29110;3434;3456;3659;3665;4792;4893;4939;4940;5291;5516;5520;5602;5610;5970;6041;673;6772;9021	OAS2;TBK1;RELA;IFIT1;IRF9;NFKBIA;OAS3;DDX58;PPP2R2A;SOCS3;PIK3CB;IRF7;STAT1;BRAF;NRAS;AKT3;TICAM1;IRF1;PPP2CB;MAPK10;EIF2AK2;RNASEL;IFNB1
hsa05167	Kaposi sarcoma-associated herpesvirus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05167+10000+10379+148022+1827+29110+3107+3133+3134+3383+3456+3569+3665+3717+4792+4893+5291+5602+5610+5743+5970+6714+6772+718+7538+801+808+8772+9976	170	28	8.025509358953123	3.4888751289989677	4.272842191177517e-9	2.2361207467162342e-7	10000;10379;148022;1827;29110;3107;3133;3134;3383;3456;3569;3665;3717;4792;4893;5291;5602;5610;5743;5970;6714;6772;718;7538;801;808;8772;9976	IL6;TBK1;RCAN1;PTGS2;RELA;IRF9;HLA-E;NFKBIA;HLA-F;ICAM1;SRC;PIK3CB;IRF7;C3;FADD;STAT1;CALM3;ZFP36;NRAS;CLEC2B;AKT3;HLA-C;TICAM1;CALM1;MAPK10;EIF2AK2;JAK2;IFNB1
hsa04620	Toll-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04620+10000+114609+148022+29110+3456+353376+3569+3592+3665+414062+4792+5291+5602+5970+6352+6373+6772+8772+941+958	95	20	4.484843465297333	4.459464450600185	1.078752065453159e-8	4.838973550747028e-7	10000;114609;148022;29110;3456;353376;3569;3592;3665;414062;4792;5291;5602;5970;6352;6373;6772;8772;941;958	IL6;CCL3L3;CCL5;TBK1;RELA;NFKBIA;CXCL11;PIK3CB;CD80;IRF7;FADD;STAT1;TICAM2;IL12A;AKT3;TICAM1;CD40;TIRAP;MAPK10;IFNB1
hsa05162	Measles	http://www.kegg.jp/kegg-bin/show_pathway?hsa05162+10000+10379+23586+29110+3303+3310+3456+3552+3569+3592+3665+3717+4792+4939+4940+5291+5610+5970+6504+6772+7128+8743	119	22	5.617856551267185	3.9160843284682296	2.4588359570643092e-8	9.650931131477414e-7	10000;10379;23586;29110;3303;3310;3456;3552;3569;3592;3665;3717;4792;4939;4940;5291;5610;5970;6504;6772;7128;8743	IL6;TNFAIP3;OAS2;TBK1;RELA;IRF9;IL1A;NFKBIA;OAS3;DDX58;PIK3CB;IRF7;STAT1;SLAMF1;IL12A;AKT3;TNFSF10;HSPA1A;HSPA6;EIF2AK2;JAK2;IFNB1
hsa04064	NF-kappa B signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04064+10673+114609+148022+23586+27040+329+3383+353376+3554+4616+4791+4792+5743+5970+7128+7185+8740+958	84	18	3.9655458008944837	4.539097744360903	4.487363458594018e-8	1.5655912511094684e-6	10673;114609;148022;23586;27040;329;3383;353376;3554;4616;4791;4792;5743;5970;7128;7185;8740;958	TRAF1;TNFAIP3;PTGS2;NFKB2;GADD45B;RELA;NFKBIA;DDX58;ICAM1;LAT;BIRC2;TNFSF13B;TICAM2;TNFSF14;TICAM1;CD40;TIRAP;IL1R1
hsa05161	Hepatitis B	http://www.kegg.jp/kegg-bin/show_pathway?hsa05161+10000+114609+148022+23586+29110+3456+353376+3569+3665+4318+4792+4893+5291+5578+5602+5970+6714+6772+6775+8772+8900+9586	134	22	6.325989729998343	3.4777166797590993	2.2474764915791923e-7	7.057076183558663e-6	10000;114609;148022;23586;29110;3456;353376;3569;3665;4318;4792;4893;5291;5578;5602;5970;6714;6772;6775;8772;8900;9586	IL6;STAT4;TBK1;CCNA1;RELA;MMP9;NFKBIA;DDX58;SRC;PIK3CB;IRF7;FADD;STAT1;CREB5;TICAM2;NRAS;AKT3;TICAM1;TIRAP;MAPK10;PRKCA;IFNB1
