"","Interval","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Chr","Start","End","Strand","Annotation","Distance.to.TSS","Nearest.PromoterID","Entrez.ID","Nearest.Unigene","Gene.Name","gc_content","length"
"1","Interval_20095",1336.67533726299,0.953262496550693,0.163872193395117,5.8171095217616,5.98739149518714e-09,0.000503629435617667,"chr12",124916470,124921836,"+","Intergenic",2673,"TRNAA23","TRNAA23","rna55607","TRNAA23",0.437138728323699,5366
"2","Interval_76138",43.6840603942857,-1.37298404885998,0.36817541297591,-3.72915735399696,0.000192121157332599,0.999989717863453,"chr8",74090206,74091828,"+","Intergenic",99688,"LY96","LY96","NM_001195797","LY96",0.409118915588417,1622
"3","Interval_72987",72.3517414288926,1.1890400336116,0.325576639667265,3.65210487713978,0.000260099612118101,0.999989717863453,"chr7",117011681,117012896,"+","intron (ST7, intron 1 of 15)",-7943,"MIR6132","MIR6132","rna34581","MIR6132",0.379934210526316,1215
"4","Interval_81890",5965.93869451662,0.451644971132974,0.126186253951263,3.57919311328008,0.000344656720112762,0.999989717863453,"chrUn_KI270438v1",109210,112443,"+",NA,NA,NA,"","","",0.392084106369821,3233
"5","Interval_84085",44.9280307510082,-1.56371669577088,0.45529215265464,-3.43453469745398,0.000593572076399332,0.999989717863453,"chrX",154778725,154779753,"+","exon (MPP1, exon 12 of 12)",4241,"SNORA56","SNORA56","rna87215","SNORA56",0.457725947521866,1028
"6","Interval_24716",42.172541781549,-1.19194916100171,0.359524955620695,-3.31534471353705,0.000915301787509761,0.999989717863453,"chr14",95442298,95443296,"+","intron (SYNE3, intron 5 of 11)",-32707,"LINC00341","LINC00341","rna59646","LINC00341",0.426229508196721,998
"7","Interval_46069",50.5020391885388,-1.2569267949327,0.379793678275488,-3.3094989907151,0.000934631030194022,0.999989717863453,"chr20",19743087,19744095,"+","Intergenic",14970,"LOC100287166","LOC100287166","rna79169","LOC100287166",0.474727452923687,1008
"8","Interval_4307",31.2802266454093,-1.71182642053049,0.526323500188203,-3.25242254985456,0.00114425775372719,0.999989717863453,"chr1",147721733,147722399,"+","intron (LOC102723321, intron 1 of 2)",21387,"LOC102723321","LOC102723321","rna4797","LOC102723321",0.527736131934033,666
"9","Interval_63461",53.0052067649738,-1.17864622542522,0.37417958965216,-3.14994793414815,0.00163299562040834,0.999989717863453,"chr5",146514723,146517617,"+","promoter-TSS (GPR151)",-57,"GPR151","GPR151","NM_194251","GPR151",0.44594127806563,2894
"10","Interval_22860",48.4481415025967,-1.32403914160932,0.423664732814439,-3.12520500069389,0.00177681186506233,0.999989717863453,"chr14",31487812,31488605,"+","promoter-TSS (GPR33)",-263,"GPR33","GPR33","NM_001197184","GPR33",0.553299492385787,793
