geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0098542	defense response to other organism	http://amigo.geneontology.org/amigo/term/GO:0098542	379	53	11.564142538975501	4.583132715752171	0	0	384;944;958;1535;1672;2537;2635;3133;3428;3433;3434;3437;3456;3569;3600;3665;4316;4939;4940;5366;5580;5970;6041;6364;6772;7128;8638;8772;9447;9636;10133;10379;10758;10964;23586;24138;29110;51191;51251;55601;55666;55718;56829;79132;81844;84166;85363;91543;133396;148022;151636;246778;100507436	IL6;CCL20;TNFAIP3;IFI44L;IL27;OAS2;IL15;IFIT5;RSAD2;ISG15;TBK1;TRAF3IP2;OASL;HERC5;NT5C3A;ZC3HAV1;IFIT2;RELA;PMAIP1;DDX60;PRKCD;IRF9;IFIT1;DHX58;IRF7;HLA-E;DDX58;CYBA;OAS3;OPTN;AIM2;NLRC5;IFI6;NPLOC4;MICA;TNFSF8;IFIT3;DEFB1;STAT1;IFI16;RNASEL;DTX3L;IFNB1;GBP3;TRIM5;POLR3E;FADD;IL31RA;MMP7;ARG2;TICAM1;CD40;TRIM56
GO:0045088	regulation of innate immune response	http://amigo.geneontology.org/amigo/term/GO:0045088	330	48	10.06904231625835	4.76708692767087	0	0	1535;2069;3133;3303;3428;3456;3656;3665;3717;4792;5272;5580;5970;6041;6352;6772;7128;7316;8651;8772;9021;9111;9437;9447;10125;10211;10318;11274;23180;23586;29110;51752;54625;55601;55666;57162;79132;79931;80328;84166;85363;91543;92610;115362;118788;148022;285852;100507436	FLOT1;TNFAIP3;CCL5;GBP5;PARP14;RSAD2;TBK1;RELA;TNIP3;DDX60;PRKCD;TREML4;TNIP1;NFKBIA;DHX58;HSPA1A;IRF7;HLA-E;PIK3AP1;DDX58;CYBA;UBC;SERPINB9;PELI1;AIM2;NLRC5;IRAK2;EREG;SOCS1;RFTN1;NPLOC4;MICA;RASGRP1;SOCS3;USP18;NCR1;STAT1;IFI16;RNASEL;TIFA;JAK2;IFNB1;TRIM5;NMI;FADD;ULBP2;ERAP1;TICAM1
GO:0009615	response to virus	http://amigo.geneontology.org/amigo/term/GO:0009615	281	47	8.573942093541202	5.481725848767437	0	0	958;2537;2635;3428;3433;3434;3437;3456;3569;3600;3665;4939;4940;5366;5970;6041;6352;6355;6772;7128;8061;8638;8772;9447;9636;10379;10561;10758;10964;23586;24138;29110;51191;51251;55601;55666;55718;56829;79132;81844;84166;85363;91543;148022;151636;246778;100507436	IL6;TNFAIP3;IFI44L;IL27;CCL5;OAS2;IL15;IFIT5;RSAD2;ISG15;TBK1;TRAF3IP2;OASL;HERC5;NT5C3A;ZC3HAV1;IFIT2;RELA;PMAIP1;DDX60;IRF9;IFIT1;DHX58;IRF7;DDX58;OAS3;AIM2;NLRC5;IFI44;IFI6;NPLOC4;MICA;IFIT3;STAT1;IFI16;RNASEL;DTX3L;CCL8;IFNB1;GBP3;TRIM5;POLR3E;FADD;FOSL1;TICAM1;CD40;TRIM56
GO:0051607	defense response to virus	http://amigo.geneontology.org/amigo/term/GO:0051607	204	43	6.224498886414254	6.908186632317161	0	0	958;2537;2635;3428;3433;3434;3437;3456;3569;3600;3665;4939;4940;5366;5970;6041;6772;7128;8638;8772;9447;9636;10379;10758;10964;23586;24138;29110;51191;51251;55601;55666;55718;56829;79132;81844;84166;85363;91543;148022;151636;246778;100507436	IL6;TNFAIP3;IFI44L;IL27;OAS2;IL15;IFIT5;RSAD2;ISG15;TBK1;TRAF3IP2;OASL;HERC5;NT5C3A;ZC3HAV1;IFIT2;RELA;PMAIP1;DDX60;IRF9;IFIT1;DHX58;IRF7;DDX58;OAS3;AIM2;NLRC5;IFI6;NPLOC4;MICA;IFIT3;STAT1;IFI16;RNASEL;DTX3L;IFNB1;GBP3;TRIM5;POLR3E;FADD;TICAM1;CD40;TRIM56
GO:0031349	positive regulation of defense response	http://amigo.geneontology.org/amigo/term/GO:0031349	376	46	11.47260579064588	4.00955117254232	5.551115123125783e-16	6.5580874064608e-13	718;1535;2069;3133;3303;3428;3456;3569;3600;3620;3656;3665;3717;4792;5580;5743;5970;6352;7128;7316;8772;9447;10125;10133;10211;10318;23180;23586;29110;55601;55666;57162;64332;79132;79931;80328;84166;85363;91543;92610;115362;118788;148022;285852;414062;100507436	FLOT1;IL6;IDO1;TNFAIP3;CCL3L3;CCL5;IL15;GBP5;RSAD2;TBK1;PTGS2;RELA;TNIP3;DDX60;PRKCD;TREML4;TNIP1;NFKBIA;DHX58;HSPA1A;IRF7;HLA-E;PIK3AP1;DDX58;CYBA;C3;UBC;PELI1;OPTN;AIM2;NLRC5;IRAK2;EREG;NFKBIZ;RFTN1;NPLOC4;MICA;RASGRP1;IFI16;TIFA;JAK2;IFNB1;TRIM5;FADD;ULBP2;TICAM1
GO:0009617	response to bacterium	http://amigo.geneontology.org/amigo/term/GO:0009617	494	53	15.07305122494432	3.5162091078341557	8.881784197001252e-16	8.744116541947733e-13	384;567;718;941;944;958;1440;1535;1672;1906;3133;3383;3434;3437;3569;3620;3656;3717;3725;4316;4791;4792;4939;5272;5580;5743;5970;6352;6364;6373;7128;7494;7538;9636;10133;10561;10935;10949;29110;29126;51752;55008;56300;57162;79132;79931;84166;84419;85363;115362;148022;246778;100507436	IL6;IDO1;CCL20;TNFAIP3;IL27;CCL5;C15orf48;OAS2;GBP5;CSF3;ISG15;TBK1;PTGS2;RELA;NFKB2;TNIP3;PRKCD;IFIT1;EDN1;NFKBIA;DHX58;HLA-E;CYBA;CD80;C3;IL36G;SERPINB9;ICAM1;ZFP36;PELI1;OPTN;NLRC5;IRAK2;IFI44;CD274;HERC6;MICA;TNFSF8;IFIT3;XBP1;DEFB1;JAK2;CXCL11;B2M;TRIM5;ERAP1;MMP7;ARG2;TICAM1;HNRNPA0;JUN;PRDX3;CD40
GO:0034340	response to type I interferon	http://amigo.geneontology.org/amigo/term/GO:0034340	80	22	2.44097995545657	9.012773722627738	1.3322676295501878e-15	1.1242435553932799e-12	2537;2634;3133;3134;3433;3434;3437;3456;3665;4939;4940;6041;6772;8638;8772;9636;10379;11274;54739;81844;84166;91543	OAS2;RSAD2;ISG15;OASL;IFIT2;IRF9;IFIT1;IRF7;HLA-E;GBP2;XAF1;OAS3;NLRC5;HLA-F;IFI6;IFIT3;USP18;STAT1;RNASEL;IFNB1;FADD;TRIM56
GO:0060337	type I interferon signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0060337	76	21	2.3189309576837416	9.05589704187476	5.551115123125783e-15	3.6433818924782226e-12	2537;2634;3133;3134;3433;3434;3437;3456;3665;4939;4940;6041;6772;8638;8772;9636;10379;11274;54739;84166;91543	OAS2;RSAD2;ISG15;OASL;IFIT2;IRF9;IFIT1;IRF7;HLA-E;GBP2;XAF1;OAS3;NLRC5;HLA-F;IFI6;IFIT3;USP18;STAT1;RNASEL;IFNB1;FADD
GO:0071357	cellular response to type I interferon	http://amigo.geneontology.org/amigo/term/GO:0071357	76	21	2.3189309576837416	9.05589704187476	5.551115123125783e-15	3.6433818924782226e-12	2537;2634;3133;3134;3433;3434;3437;3456;3665;4939;4940;6041;6772;8638;8772;9636;10379;11274;54739;84166;91543	OAS2;RSAD2;ISG15;OASL;IFIT2;IRF9;IFIT1;IRF7;HLA-E;GBP2;XAF1;OAS3;NLRC5;HLA-F;IFI6;IFIT3;USP18;STAT1;RNASEL;IFNB1;FADD
GO:0045089	positive regulation of innate immune response	http://amigo.geneontology.org/amigo/term/GO:0045089	276	37	8.421380846325167	4.393578758066222	2.6867397195928788e-14	1.5870571523635138e-11	1535;2069;3133;3303;3428;3456;3656;3665;4792;5580;5970;6352;7128;7316;8772;9447;10125;10211;10318;23180;23586;29110;55601;55666;57162;79132;79931;80328;84166;85363;91543;92610;115362;118788;148022;285852;100507436	FLOT1;TNFAIP3;CCL5;GBP5;RSAD2;TBK1;RELA;TNIP3;DDX60;PRKCD;TREML4;TNIP1;NFKBIA;DHX58;HSPA1A;IRF7;HLA-E;PIK3AP1;DDX58;CYBA;UBC;PELI1;AIM2;NLRC5;IRAK2;EREG;RFTN1;NPLOC4;MICA;RASGRP1;IFI16;TIFA;IFNB1;TRIM5;FADD;ULBP2;TICAM1
