"","Interval","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Chr","Start","End","Strand","Annotation","Distance.to.TSS","Nearest.PromoterID","Entrez.ID","Nearest.Unigene","Gene.Name","gc_content","length"
"1","Interval_71016",774.483353846032,3.4863179487699,0.172814635089857,20.1737425013637,1.66545718018237e-90,1.4008993071104e-85,"chr7",41685735,41695043,"+","exon (INHBA, exon 3 of 3)",-3559,"INHBA-AS1","INHBA-AS1","rna32649","INHBA-AS1",0.41078526157482,9308
"2","Interval_47911",392.916041547606,4.30188920649318,0.225947626841049,19.0393201585582,8.05665876450879e-81,3.38842925988328e-76,"chr21",25582827,25588200,"+","TTS (MRPL39)",-2289,"LINC00515","LINC00515","rna81080","LINC00515",0.371790100483811,5373
"3","Interval_71015",254.96365206673,4.48300836137426,0.236513818827532,18.9545303678146,4.05154423200135e-80,1.13598547691598e-75,"chr7",41680105,41683842,"+","Intergenic",-11975,"INHBA-AS1","INHBA-AS1","rna32649","INHBA-AS1",0.396736222578919,3737
"4","Interval_70357",277.789707407327,5.03287482798366,0.296052856526342,16.999919835382,8.2232298113151e-65,1.72924243894692e-60,"chr7",22729718,22733299,"+","exon (IL6, exon 5 of 5)",4345,"IL6","IL6","NM_000600","IL6",0.389168062534897,3581
"5","Interval_37106",308.403675111689,3.76949041656542,0.23124467440552,16.300874501244,9.72900961110861e-60,1.6367112868768e-55,"chr19",34988831,34991168,"+","Intergenic",-15900,"GRAMD1A","GRAMD1A","XM_006723299","GRAMD1A",0.460743801652893,2337
"6","Interval_41781",1512.33770401303,3.38653875690323,0.209003405728382,16.2032706840401,4.78149058721219e-59,6.70325134572255e-55,"chr2",112827681,112837112,"+","intron (IL1B, intron 4 of 5)",3848,"IL1B","IL1B","NM_000576","IL1B",0.446352841391009,9431
"7","Interval_31063",239.477307284536,4.040856406117,0.25856205293678,15.6281881282286,4.67920029676229e-55,5.62272761374514e-51,"chr17",14373442,14374720,"+","Intergenic",70341,"MGC12916","MGC12916","rna67810","MGC12916",0.361111111111111,1278
"8","Interval_75361",561.408798953461,2.65941397347272,0.177667699531543,14.9684719309408,1.18001453473829e-50,1.24071153236889e-46,"chr8",39951370,39952621,"+","intron (IDO2, intron 2 of 10)",17040,"IDO2","IDO2","NM_194294","IDO2",0.416932907348243,1251
"9","Interval_71019",259.166184763069,2.97392601824666,0.199274381793757,14.9237749051185,2.30836243643677e-50,2.15742118156532e-46,"chr7",41701005,41703316,"+","intron (INHBA, intron 1 of 2)",948,"INHBA","INHBA","NM_002192","INHBA",0.416089965397924,2311
"10","Interval_69196",233.663917426391,3.72579939326756,0.251360369381771,14.8225410490575,1.04745846984395e-49,8.8106969190924e-46,"chr6",155170838,155171980,"+","intron (TIAM2, intron 8 of 25)",61837,"LOC101928899","LOC101928899","rna31351","LOC101928899",0.389326334208224,1142
"11","Interval_22974",869.755229650806,2.24379991511974,0.151459670178044,14.8145041678891,1.18057186597928e-49,9.0276184097134e-46,"chr14",35397462,35400890,"+","Intergenic",5578,"NFKBIA","NFKBIA","NM_020529","NFKBIA",0.568648944916415,3428
"12","Interval_41811",654.670294673727,2.98232494820698,0.204163171220678,14.6075559581871,2.51375051765489e-48,1.76203437327117e-44,"chr2",113131283,113137302,"+","TTS (IL1RN)",14226,"IL1RN","IL1RN","NM_173841","IL1RN",0.481395348837209,6019
"13","Interval_24717",246.513749108633,3.41055004727034,0.234004873382235,14.5746966632587,4.06926063980339e-48,2.6329681439774e-44,"chr14",95479847,95480922,"+","intron (SYNE3, intron 1 of 8)",-35739,"LOC101929107","LOC101929107","rna59655","LOC101929107",0.379170056956876,1075
"14","Interval_63694",564.661462492805,2.31356508449724,0.160608512697365,14.4049966321318,4.81341320343907e-47,2.89200179719484e-43,"chr5",151085412,151087277,"+","intron (TNIP1, intron 1 of 17)",-5347,"TNIP1","TNIP1","NM_001252390","TNIP1",0.55091103965702,1865
"15","Interval_69388",785.989943056672,2.40920339858458,0.167902042909119,14.3488629253226,1.08298297040336e-46,6.07300750369858e-43,"chr6",159675700,159680328,"+","Intergenic",15307,"SOD2","SOD2","NM_000636","SOD2",0.403110823071938,4628
"16","Interval_71018",195.842910305938,2.94365951189063,0.205833325754194,14.3011803414475,2.15129553588093e-46,1.1309764000039e-42,"chr7",41698304,41700086,"+","intron (INHBA-AS1, intron 1 of 2)",3913,"INHBA","INHBA","NM_002192","INHBA",0.459338194054964,1782
"17","Interval_65957",1375.61256382789,2.23177955655704,0.156752812519691,14.2375726513787,5.35551681135882e-46,2.64987821522028e-42,"chr6",30741197,30744724,"+","promoter-TSS (FLOT1)",-108,"FLOT1","FLOT1","XM_005248781","FLOT1",0.606575963718821,3527
"18","Interval_2399",219.78280801312,3.04604263285118,0.218694956740058,13.928271041347,4.2655667169736e-44,1.98730125327985e-40,"chr1",65082946,65084499,"+","Intergenic",-25224,"MIR101-1","MIR101-1","rna3174","MIR101-1",0.447232947232947,1553
"19","Interval_81015",490.46256348314,3.03119766636984,0.217686132389316,13.9246245642729,4.48894059469978e-44,1.98730125327985e-40,"chr9",120892620,120897857,"+","promoter-TSS (PHF19)",-26327,"PHF19","PHF19","NM_001286840","PHF19",0.502481863306606,5237
"20","Interval_27346",569.337170502119,2.0206100130712,0.14576753297222,13.8618660264785,1.07834015070585e-43,4.53522908883115e-40,"chr15",88638149,88640308,"+","intron (ISG20, intron 1 of 3)",3591,"ISG20","ISG20","XM_006720489","ISG20",0.397501836884644,2159
"21","Interval_81020",546.405274493487,1.99886868547707,0.146163903885348,13.675528857282,1.42169867941182e-42,5.69458021041551e-39,"chr9",120925621,120927338,"+","intron (TRAF1, intron 1 of 7)",416,"TRAF1","TRAF1","NM_001190945","TRAF1",0.548311990686845,1717
"22","Interval_38402",113.68397467256,4.28674022205874,0.314581766641562,13.6267917490053,2.77514596244737e-42,1.06105183014209e-38,"chr2",6896006,6899638,"+","exon (RSAD2, exon 6 of 6)",20157,"RSAD2","RSAD2","NM_080657","RSAD2",0.376273052573631,3632
"23","Interval_70356",341.695387493996,2.57398041783047,0.18915861247999,13.6075243103338,3.61275693627712e-42,1.32124804215196e-38,"chr7",22726493,22728997,"+","intron (IL6, intron 1 of 2)",582,"IL6","IL6","NM_000600","IL6",0.472654690618762,2504
"24","Interval_75354",246.389937410582,2.78417875610748,0.206958539798799,13.4528333975211,2.96297348108599e-41,1.03846047650645e-37,"chr8",39912350,39915376,"+","promoter-TSS (IDO1)",54,"IDO1","IDO1","NM_002164","IDO1",0.372976544433432,3026
"25","Interval_76419",218.03995262625,3.05664005454803,0.229671816541455,13.3087293886419,2.05954476148026e-40,6.92954430447649e-37,"chr8",89825637,89826862,"+","Intergenic",-68335,"LOC101929758","LOC101929758","XM_005251123","LOC101929758",0.399673735725938,1225
"26","Interval_63688",492.98813412569,2.13509808809928,0.160892714860098,13.270321716902,3.44100279247687e-40,1.11323057649689e-36,"chr5",151056418,151057473,"+","exon (TNIP1, exon 6 of 18)",24052,"TNIP1","TNIP1","NM_001252390","TNIP1",0.582386363636364,1055
