"","Interval","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Chr","Start","End","Strand","Annotation","Distance.to.TSS","Nearest.PromoterID","Entrez.ID","Nearest.Unigene","Gene.Name","gc_content","length"
"1","Interval_78101",358.612841821586,2.62201179674323,0.190157770483086,13.7886124247363,2.98445167705673e-43,2.41301871445068e-38,"chr8",143023929,143026974,"+","Intergenic",6966,"LY6E","LY6E","NM_001127213","LY6E",0.643138542350624,3045
"2","Interval_38399",501.718365944475,1.99528612917372,0.16330957810166,12.2178144868616,2.4970771498804e-34,1.0094808939964e-29,"chr2",6863821,6866624,"+","exon (CMPK2, exon 1 of 4)",1413,"CMPK2","CMPK2","rna9007","CMPK2",0.604493580599144,2803
"3","Interval_38402",113.68397467256,3.58129764716955,0.303129022947435,11.8144333800415,3.28757864469512e-32,8.50769818039416e-28,"chr2",6896006,6899638,"+","exon (RSAD2, exon 6 of 6)",20157,"RSAD2","RSAD2","NM_080657","RSAD2",0.376273052573631,3632
"4","Interval_54464",110.979803542074,-3.04962668322583,0.25858209645162,-11.793649773415,4.20897093757518e-32,8.50769818039416e-28,"chr3",152423775,152427497,"+","intron (MBNL1, intron 2 of 7)",-84646,"TMEM14E","TMEM14E","NM_001123228","TMEM14E",0.39457426806339,3722
"5","Interval_75355",99.574307749157,4.87044640969208,0.421234585011769,11.5623136916832,6.39618304492216e-31,1.03430117546218e-26,"chr8",39916208,39917947,"+","intron (IDO1, intron 1 of 9)",3268,"IDO1","IDO1","NM_002164","IDO1",0.391954022988506,1739
"6","Interval_38403",120.545281639416,3.10369158693396,0.298466888276275,10.3987802628914,2.51127072213003e-25,3.38406286160632e-21,"chr2",6905267,6910040,"+","Intergenic",11029,"RNF144A-AS1","RNF144A-AS1","rna9012","RNF144A-AS1",0.411185588604943,4773
"7","Interval_71016",774.483353846032,1.65616854503052,0.161322473176367,10.2661985799083,1.00070473311586e-24,1.15585685409452e-20,"chr7",41685735,41695043,"+","exon (INHBA, exon 3 of 3)",-3559,"INHBA-AS1","INHBA-AS1","rna32649","INHBA-AS1",0.41078526157482,9308
"8","Interval_43723",99.1925573184755,3.95781756033634,0.391504083973023,10.109262514383,5.02611867768487e-24,5.07970966808568e-20,"chr2",190956853,190960034,"+","intron (GLS, intron 17 of 17)",55754,"STAT1","STAT1","NM_139266","STAT1",0.389063482086738,3181
"9","Interval_48482",154.939183092479,2.3853412088046,0.241192239887437,9.88979251537208,4.60982336593184e-23,4.1413116511743e-19,"chr21",41425704,41427289,"+","intron (MX1, intron 1 of 16)",-5506,"MX1","MX1","XM_006724005","MX1",0.628625472887768,1585
"10","Interval_3443",439.519656930548,-1.46529934126147,0.149996068296241,-9.76891833169597,1.53077609443351e-22,1.23767839563233e-18,"chr1",109931136,109934990,"+","Intergenic",22452,"CSF1","CSF1","NM_172211","CSF1",0.508690012970169,3854
