geneSet	description	link	enrichmentScore	normalizedEnrichmentScore	pValue	FDR	size	plotPath	leadingEdgeNum	leadingEdgeId	userId
hsa00220	Arginine biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00220+2744+383	-0.6877718538245062	-1.6572647085317285	0.009960159342708845	0.36111424832085465	11	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa00220.png	2	2744;383	ARG1;GLS
hsa04213	Longevity regulating pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04213+3643+57521+3667+3304+207+5564+6199+3303+3845+208+3306+5562+108+5563+5295+115+8503+3066	0.4870038820010034	1.650466782314745	0.013645224144941084	0.37254995664848406	38	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa04213.png	18	3643;57521;3667;3304;207;5564;6199;3303;3845;208;3306;5562;108;5563;5295;115;8503;3066	ADCY2;ADCY9;AKT1;AKT2;HDAC2;HSPA1A;HSPA1B;HSPA2;INSR;IRS1;KRAS;PIK3R1;PIK3R3;PRKAA1;PRKAA2;PRKAB1;RPS6KB2;RPTOR
hsa05332	Graft-versus-host disease	http://www.kegg.jp/kegg-bin/show_pathway?hsa05332+3569+3122+3106+3123+3113+3127+3117	0.5912493316761415	1.6793605121054735	0.017341040429015336	0.3733236844919908	18	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa05332.png	7	3569;3122;3106;3123;3113;3127;3117	HLA-B;HLA-DPA1;HLA-DQA1;HLA-DRA;HLA-DRB1;HLA-DRB5;IL6
hsa05032	Morphine addiction	http://www.kegg.jp/kegg-bin/show_pathway?hsa05032+2562+27115+2791+94235+5136+3763+2869+2785+59345+108+2793+2783+2782+115	0.45642677194896525	1.4431634604485282	0.05316973404259768	0.47178055257822044	31	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa05032.png	14	2562;27115;2791;94235;5136;3763;2869;2785;59345;108;2793;2783;2782;115	ADCY2;ADCY9;GABRB3;GNB1;GNB2;GNB4;GNG11;GNG3;GNG8;GNGT2;GRK5;KCNJ6;PDE1A;PDE7B
hsa00830	Retinol metabolism	http://www.kegg.jp/kegg-bin/show_pathway?hsa00830+9227+54577+316	0.5096313075000874	1.4221428900320032	0.06263048003626205	0.482741697027899	17	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa00830.png	3	9227;54577;316	AOX1;LRAT;UGT1A7
hsa05320	Autoimmune thyroid disease	http://www.kegg.jp/kegg-bin/show_pathway?hsa05320+3122+3106+3123+3113+3127+3117+3448+3109	0.49635294558844223	1.4432316387604314	0.05383022763182148	0.5031552166324178	21	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa05320.png	8	3122;3106;3123;3113;3127;3117;3448;3109	HLA-B;HLA-DMB;HLA-DPA1;HLA-DQA1;HLA-DRA;HLA-DRB1;HLA-DRB5;IFNA14
hsa04910	Insulin signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04910+5507+3643+57521+8835+5595+3667+3099+207+2194+5564+6199+3845+572+6517+2932+9021+208+867+79660+5562+1398+5894+5576+7249+8651+5577+6720+5563+5605+5601+5295+10580+1978+805	0.36015372712466365	1.4228098661702915	0.021231422460230527	0.5088853540146234	92	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa04910.png	34	5507;3643;57521;8835;5595;3667;3099;207;2194;5564;6199;3845;572;6517;2932;9021;208;867;79660;5562;1398;5894;5576;7249;8651;5577;6720;5563;5605;5601;5295;10580;1978;805	AKT1;AKT2;BAD;CALM2;CBL;CRK;EIF4EBP1;FASN;GSK3B;HK2;INSR;IRS1;KRAS;MAP2K2;MAPK3;MAPK9;PIK3R1;PPP1R3B;PPP1R3C;PRKAA1;PRKAA2;PRKAB1;PRKAR2A;PRKAR2B;RAF1;RPS6KB2;RPTOR;SLC2A4;SOCS1;SOCS2;SOCS3;SORBS1;SREBF1;TSC2
hsa04152	AMPK signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04152+5213+6794+1994+3643+57521+5527+3667+10645+51719+207+2194+55844+64764+5564+6199+3953+5525+6517+208+51552+5562+10890+7249+948+6720+5209+5563	0.4374504368943766	1.6887427266842197	0.0020533880861326732	0.5089194890665428	82	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa04152.png	27	5213;6794;1994;3643;57521;5527;3667;10645;51719;207;2194;55844;64764;5564;6199;3953;5525;6517;208;51552;5562;10890;7249;948;6720;5209;5563	AKT1;AKT2;CAB39;CAMKK2;CD36;CREB3L2;ELAVL1;FASN;INSR;IRS1;LEPR;PFKFB3;PFKM;PPP2R2D;PPP2R5A;PPP2R5C;PRKAA1;PRKAA2;PRKAB1;RAB10;RAB14;RPS6KB2;RPTOR;SLC2A4;SREBF1;STK11;TSC2
hsa04672	Intestinal immune network for IgA production	http://www.kegg.jp/kegg-bin/show_pathway?hsa04672+3569+3122+3123+3113+3127+3117	0.5130900403399722	1.4575951327505057	0.06936416171606134	0.5230697809737521	20	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa04672.png	6	3569;3122;3123;3113;3127;3117	HLA-DPA1;HLA-DQA1;HLA-DRA;HLA-DRB1;HLA-DRB5;IL6
hsa04072	Phospholipase D signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04072+5338+3643+1759+56894+6850+80310+5595+4254+23396+8527+207+22800+3577+27128+10672+3845+8395+56895+208+26052+5894+7249+5899+108+387+5605+2768+5295+1609+10555+115+5321+146850+2207+8681+8503+9266	0.3598561001748938	1.4015615433054598	0.025844930366113458	0.524343142789078	82	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa04072.png	37	5338;3643;1759;56894;6850;80310;5595;4254;23396;8527;207;22800;3577;27128;10672;3845;8395;56895;208;26052;5894;7249;5899;108;387;5605;2768;5295;1609;10555;115;5321;146850;2207;8681;8503;9266	ADCY2;ADCY9;AGPAT2;AGPAT3;AGPAT4;AKT1;AKT2;CXCR1;CYTH2;CYTH4;DGKD;DGKQ;DNM1;DNM3;FCER1G;GNA12;GNA13;INSR;JMJD7-PLA2G4B;KITLG;KRAS;MAP2K2;MAPK3;PDGFD;PIK3R1;PIK3R3;PIK3R6;PIP5K1B;PIP5K1C;PLA2G4A;PLD2;RAF1;RALB;RHOA;RRAS2;SYK;TSC2
hsa04211	Longevity regulating pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04211+6794+3643+57521+3667+10645+207+64764+5564+6199+3845+208+5970+5562+581+10919+7249+108+5563+5295+1978+115+79602	0.39637939592316845	1.44657829174234	0.02464065703359208	0.5259967678982268	58	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa04211.png	22	6794;3643;57521;3667;10645;207;64764;5564;6199;3845;208;5970;5562;581;10919;7249;108;5563;5295;1978;115;79602	ADCY2;ADCY9;ADIPOR2;AKT1;AKT2;BAX;CAMKK2;CREB3L2;EHMT2;EIF4EBP1;INSR;IRS1;KRAS;PIK3R1;PRKAA1;PRKAA2;PRKAB1;RELA;RPS6KB2;RPTOR;STK11;TSC2
hsa04971	Gastric acid secretion	http://www.kegg.jp/kegg-bin/show_pathway?hsa04971+481+1131+2770+3766+482+115111	-0.5173960902177874	-1.6590576696484773	0.008368200819313387	0.5344997110076202	32	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa04971.png	6	481;1131;2770;3766;482;115111	ATP1B1;ATP1B2;CHRM3;GNAI1;KCNJ10;SLC26A7
hsa00970	Aminoacyl-tRNA biosynthesis	http://www.kegg.jp/kegg-bin/show_pathway?hsa00970+80222+57505+2058+54938+7407+79587+4677+123283+4141+10056+833+23395+6301+79731	0.4326015063204578	1.3791356532049377	0.08955223861502722	0.5465281888884229	32	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa00970.png	14	80222;57505;2058;54938;7407;79587;4677;123283;4141;10056;833;23395;6301;79731	AARS2;CARS;CARS2;EPRS;FARSB;LARS2;MARS;NARS;NARS2;SARS;SARS2;TARS2;TARSL2;VARS
hsa04146	Peroxisome	http://www.kegg.jp/kegg-bin/show_pathway?hsa04146+8800+225+2053+7498+92960+255027+5195+10455+2181+728635+3155+5192+83594+5264+2182+4358+26063+84188+3295+10478	0.3701684852268583	1.386016660984313	0.046558704359192904	0.5501785263215385	60	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa04146.png	20	8800;225;2053;7498;92960;255027;5195;10455;2181;728635;3155;5192;83594;5264;2182;4358;26063;84188;3295;10478	ABCD2;ACSL3;ACSL4;DECR2;DHRS4L1;ECI2;EPHX2;FAR1;HMGCL;HSD17B4;MPV17;MPV17L;NUDT12;PEX10;PEX11A;PEX11G;PEX14;PHYH;SLC25A17;XDH
hsa04371	Apelin signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04371+9759+8678+2791+94235+5595+100271849+207+22800+4208+5564+6199+10672+3845+208+3708+2785+59345+5562+5894+108+5563+2793+2783+5605+2776+2782+115+805+146850+7046+5604+7350+4209+3710+5330+8877	0.34323582347437603	1.3069934305431787	0.06346153833949704	0.5539649569556996	76	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa04371.png	36	9759;8678;2791;94235;5595;100271849;207;22800;4208;5564;6199;10672;3845;208;3708;2785;59345;5562;5894;108;5563;2793;2783;5605;2776;2782;115;805;146850;7046;5604;7350;4209;3710;5330;8877	ADCY2;ADCY9;AKT1;AKT2;BECN1;CALM2;GNA13;GNAQ;GNB1;GNB2;GNB4;GNG11;GNG3;GNG8;GNGT2;HDAC4;ITPR1;ITPR3;KRAS;MAP2K1;MAP2K2;MAPK3;MEF2B;MEF2C;MEF2D;PIK3R6;PLCB2;PRKAA1;PRKAA2;PRKAB1;RAF1;RPS6KB2;RRAS2;SPHK1;TGFBR1;UCP1
hsa04612	Antigen processing and presentation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04612+920+3122+1508+3106+3123+3113+3304+3303+3127+3117+4261+3306+3109+5994+5993+811+10437	0.4355094243661971	1.461127256246445	0.051334702153316834	0.5541825679116859	40	./Project_IK_0_vs_C_0_D1256_gsea_GSEA/hsa04612.png	17	920;3122;1508;3106;3123;3113;3304;3303;3127;3117;4261;3306;3109;5994;5993;811;10437	CALR;CD4;CIITA;CTSB;HLA-B;HLA-DMB;HLA-DPA1;HLA-DQA1;HLA-DRA;HLA-DRB1;HLA-DRB5;HSPA1A;HSPA1B;HSPA2;IFI30;RFX5;RFXAP
