geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
hsa04621	NOD-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04621+10135+10379+115361+115362+148022+1508+1535+2634+2635+29110+3428+3456+3569+3665+3725+4792+4939+4940+5580+5970+6041+6352+6772+7128+7295+8772+9447	158	27	6.438297167467285	4.19365544921272	1.2837131357912313e-10	4.030859246384466e-8	10135;10379;115361;115362;148022;1508;1535;2634;2635;29110;3428;3456;3569;3665;3725;4792;4939;4940;5580;5970;6041;6352;6772;7128;7295;8772;9447	IL6;TNFAIP3;CCL5;OAS2;GBP5;TBK1;RELA;PRKCD;IRF9;NFKBIA;TXN;IRF7;CYBA;GBP2;OAS3;AIM2;STAT1;IFI16;GBP4;RNASEL;IFNB1;GBP3;FADD;CTSB;NAMPT;TICAM1;JUN
hsa05168	Herpes simplex infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05168+10379+148022+23586+29110+3106+3133+3134+3434+3456+3569+3600+3665+3717+3725+4792+4939+4940+5970+6041+6352+6772+718+7185+8454+8740+8772+9021	166	27	6.764286897465628	3.9915515721422277	4.110207729723925e-10	6.192157764317585e-8	10379;148022;23586;29110;3106;3133;3134;3434;3456;3569;3600;3665;3717;3725;4792;4939;4940;5970;6041;6352;6772;718;7185;8454;8740;8772;9021	TRAF1;IL6;CCL5;OAS2;IL15;TBK1;RELA;IRF9;IFIT1;NFKBIA;IRF7;HLA-E;DDX58;TNFSF14;C3;OAS3;HLA-F;SOCS3;STAT1;RNASEL;JAK2;IFNB1;FADD;CUL1;TICAM1;JUN;HLA-B
hsa05164	Influenza A	http://www.kegg.jp/kegg-bin/show_pathway?hsa05164+10000+10379+148022+23586+29110+3303+3310+3383+3456+3552+3569+3665+3717+3725+4792+4939+4940+5045+5291+5970+6041+6352+6772+8797+9021+91543	157	26	6.397548451217491	4.064056755217234	5.916074297118712e-10	6.192157764317585e-8	10000;10379;148022;23586;29110;3303;3310;3383;3456;3552;3569;3665;3717;3725;4792;4939;4940;5045;5291;5970;6041;6352;6772;8797;9021;91543	IL6;CCL5;OAS2;RSAD2;TBK1;RELA;IL1A;IRF9;NFKBIA;HSPA1A;IRF7;DDX58;OAS3;HSPA6;ICAM1;FURIN;SOCS3;STAT1;RNASEL;JAK2;IFNB1;AKT3;PIK3CB;TNFRSF10A;TICAM1;JUN
hsa04668	TNF signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04668+10000+1435+1906+3383+3456+3569+3600+3725+4318+4792+5291+5743+5970+6352+6364+7128+7185+840+8772+9021	105	20	4.278615206228259	4.67440960123887	5.258959046017253e-9	4.1282828511235437e-7	10000;1435;1906;3383;3456;3569;3600;3725;4318;4792;5291;5743;5970;6352;6364;7128;7185;840;8772;9021	TRAF1;IL6;CCL20;TNFAIP3;CCL5;IL15;PTGS2;RELA;CSF1;EDN1;NFKBIA;MMP9;ICAM1;SOCS3;IFNB1;AKT3;FADD;PIK3CB;CASP7;JUN
hsa05169	Epstein-Barr virus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05169+10000+10379+23586+29110+3106+3133+3134+3383+3456+3569+3665+3725+4616+4791+4792+4939+4940+5291+567+5970+6772+7128+8772+8900+958+9636	184	26	7.497763789961901	3.467700600919053	1.9228103553814435e-8	1.2075249031795465e-6	10000;10379;23586;29110;3106;3133;3134;3383;3456;3569;3665;3725;4616;4791;4792;4939;4940;5291;567;5970;6772;7128;8772;8900;958;9636	IL6;TNFAIP3;OAS2;ISG15;TBK1;RELA;NFKB2;GADD45B;CCNA1;IRF9;NFKBIA;IRF7;HLA-E;DDX58;OAS3;ICAM1;HLA-F;STAT1;IFNB1;B2M;AKT3;FADD;PIK3CB;JUN;CD40;HLA-B
hsa05162	Measles	http://www.kegg.jp/kegg-bin/show_pathway?hsa05162+10000+10379+23586+29110+3303+3310+3456+3552+3561+3569+3665+3717+4792+4939+4940+5291+5970+6772+7128+8797	119	20	4.8490972337253595	4.12447905991665	4.900436301191746e-8	2.5645616642903475e-6	10000;10379;23586;29110;3303;3310;3456;3552;3561;3569;3665;3717;4792;4939;4940;5291;5970;6772;7128;8797	IL6;TNFAIP3;OAS2;TBK1;RELA;IL1A;IRF9;NFKBIA;HSPA1A;IRF7;DDX58;OAS3;IL2RG;HSPA6;STAT1;JAK2;IFNB1;AKT3;PIK3CB;TNFRSF10A
hsa05167	Kaposi sarcoma-associated herpesvirus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05167+10000+100507436+10379+148022+1827+29110+3106+3133+3134+3383+3456+3569+3665+3717+3725+4792+5291+5743+5970+6772+718+7538+808+8772	170	24	6.9272817624647995	3.464562410329986	7.136698243481732e-8	3.201318926361805e-6	10000;100507436;10379;148022;1827;29110;3106;3133;3134;3383;3456;3569;3665;3717;3725;4792;5291;5743;5970;6772;718;7538;808;8772	IL6;TBK1;PTGS2;RELA;RCAN1;IRF9;NFKBIA;IRF7;HLA-E;C3;ICAM1;ZFP36;HLA-F;MICA;STAT1;JAK2;IFNB1;AKT3;FADD;PIK3CB;TICAM1;CALM3;JUN;HLA-B
hsa04620	Toll-like receptor signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04620+10000+148022+29110+3456+3569+3665+3725+414062+4792+5291+5970+6352+6373+6772+8772+941+958	95	17	3.8711280437303293	4.391484809584939	2.0150904589399943e-7	7.909230051339478e-6	10000;148022;29110;3456;3569;3665;3725;414062;4792;5291;5970;6352;6373;6772;8772;941;958	IL6;CCL3L3;CCL5;TBK1;RELA;NFKBIA;IRF7;CD80;STAT1;IFNB1;CXCL11;AKT3;FADD;PIK3CB;TICAM1;JUN;CD40
hsa05160	Hepatitis C	http://www.kegg.jp/kegg-bin/show_pathway?hsa05160+10000+10379+148022+23586+29110+3434+3456+3665+4792+4939+4940+5291+5520+5970+6041+6772+9021	113	17	4.604604936226602	3.691956255845745	2.569773403071629e-6	8.965653872938793e-5	10000;10379;148022;23586;29110;3434;3456;3665;4792;4939;4940;5291;5520;5970;6041;6772;9021	OAS2;TBK1;RELA;IRF9;IFIT1;NFKBIA;IRF7;DDX58;OAS3;PPP2R2A;SOCS3;STAT1;RNASEL;IFNB1;AKT3;PIK3CB;TICAM1
hsa04064	NF-kappa B signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04064+10673+148022+23586+27040+3383+4616+4791+4792+5743+5970+7128+7185+8740+958	84	14	3.422892164982607	4.090108401084011	5.945415508579188e-6	1.866860469693865e-4	10673;148022;23586;27040;3383;4616;4791;4792;5743;5970;7128;7185;8740;958	TRAF1;TNFAIP3;PTGS2;RELA;NFKB2;GADD45B;NFKBIA;DDX58;TNFSF14;LAT;ICAM1;TNFSF13B;TICAM1;CD40
