userId	geneSymbol	geneName	entrezgene	gLink
RNU1-2	RNU1-2	RNA, U1 small nuclear 2	26870	https://www.ncbi.nlm.nih.gov/gene/?term=26870
LOC101926887	LOC101926887	uncharacterized LOC101926887	101926887	https://www.ncbi.nlm.nih.gov/gene/?term=101926887
RNU1-1	RNU1-1	RNA, U1 small nuclear 1	26871	https://www.ncbi.nlm.nih.gov/gene/?term=26871
MIR4471	MIR4471	microRNA 4471	100616451	https://www.ncbi.nlm.nih.gov/gene/?term=100616451
C12orf57	C12orf57	chromosome 12 open reading frame 57	113246	https://www.ncbi.nlm.nih.gov/gene/?term=113246
CCL3L3	CCL3L3	C-C motif chemokine ligand 3 like 3	414062	https://www.ncbi.nlm.nih.gov/gene/?term=414062
INHBA	INHBA	inhibin subunit beta A	3624	https://www.ncbi.nlm.nih.gov/gene/?term=3624
IL6	IL6	interleukin 6	3569	https://www.ncbi.nlm.nih.gov/gene/?term=3569
RNVU1-6	RNVU1-6	RNA, variant U1 small nuclear 6	101954276	https://www.ncbi.nlm.nih.gov/gene/?term=101954276
FLOT1	FLOT1	flotillin 1	10211	https://www.ncbi.nlm.nih.gov/gene/?term=10211
SMG9	SMG9	SMG9, nonsense mediated mRNA decay factor	56006	https://www.ncbi.nlm.nih.gov/gene/?term=56006
RNU5A-1	RNU5A-1	RNA, U5A small nuclear 1	26831	https://www.ncbi.nlm.nih.gov/gene/?term=26831
RNVU1-7	RNVU1-7	RNA, variant U1 small nuclear 7	26864	https://www.ncbi.nlm.nih.gov/gene/?term=26864
LINC00884	LINC00884	long intergenic non-protein coding RNA 884	401106	https://www.ncbi.nlm.nih.gov/gene/?term=401106
SNORD118	SNORD118	small nucleolar RNA, C/D box 118	727676	https://www.ncbi.nlm.nih.gov/gene/?term=727676
MIR7848	MIR7848	microRNA 7848	102466865	https://www.ncbi.nlm.nih.gov/gene/?term=102466865
FLT1	FLT1	fms related tyrosine kinase 1	2321	https://www.ncbi.nlm.nih.gov/gene/?term=2321
ACSM5	ACSM5	acyl-CoA synthetase medium chain family member 5	54988	https://www.ncbi.nlm.nih.gov/gene/?term=54988
RNVU1-15	RNVU1-15	RNA, variant U1 small nuclear 15	101954267	https://www.ncbi.nlm.nih.gov/gene/?term=101954267
RNU5B-1	RNU5B-1	RNA, U5B small nuclear 1	26832	https://www.ncbi.nlm.nih.gov/gene/?term=26832
ATP10A	ATP10A	ATPase phospholipid transporting 10A (putative)	57194	https://www.ncbi.nlm.nih.gov/gene/?term=57194
IL27	IL27	interleukin 27	246778	https://www.ncbi.nlm.nih.gov/gene/?term=246778
RNU5F-1	RNU5F-1	RNA, U5F small nuclear 1	26828	https://www.ncbi.nlm.nih.gov/gene/?term=26828
MIR155HG	MIR155HG	MIR155 host gene	114614	https://www.ncbi.nlm.nih.gov/gene/?term=114614
PARP14	PARP14	poly(ADP-ribose) polymerase family member 14	54625	https://www.ncbi.nlm.nih.gov/gene/?term=54625
GADD45B	GADD45B	growth arrest and DNA damage inducible beta	4616	https://www.ncbi.nlm.nih.gov/gene/?term=4616
OTUD7B	OTUD7B	OTU deubiquitinase 7B	56957	https://www.ncbi.nlm.nih.gov/gene/?term=56957
ASCL2	ASCL2	achaete-scute family bHLH transcription factor 2	430	https://www.ncbi.nlm.nih.gov/gene/?term=430
TNIP1	TNIP1	TNFAIP3 interacting protein 1	10318	https://www.ncbi.nlm.nih.gov/gene/?term=10318
OASL	OASL	2'-5'-oligoadenylate synthetase like	8638	https://www.ncbi.nlm.nih.gov/gene/?term=8638
RNU5D-1	RNU5D-1	RNA, U5D small nuclear 1	26830	https://www.ncbi.nlm.nih.gov/gene/?term=26830
WNT1	WNT1	Wnt family member 1	7471	https://www.ncbi.nlm.nih.gov/gene/?term=7471
IFIT5	IFIT5	interferon induced protein with tetratricopeptide repeats 5	24138	https://www.ncbi.nlm.nih.gov/gene/?term=24138
RSAD2	RSAD2	radical S-adenosyl methionine domain containing 2	91543	https://www.ncbi.nlm.nih.gov/gene/?term=91543
UBC	UBC	ubiquitin C	7316	https://www.ncbi.nlm.nih.gov/gene/?term=7316
MIR155	MIR155	microRNA 155	406947	https://www.ncbi.nlm.nih.gov/gene/?term=406947
ARL8B	ARL8B	ADP ribosylation factor like GTPase 8B	55207	https://www.ncbi.nlm.nih.gov/gene/?term=55207
ISG15	ISG15	ISG15 ubiquitin-like modifier	9636	https://www.ncbi.nlm.nih.gov/gene/?term=9636
DUSP5	DUSP5	dual specificity phosphatase 5	1847	https://www.ncbi.nlm.nih.gov/gene/?term=1847
CAPN2	CAPN2	calpain 2	824	https://www.ncbi.nlm.nih.gov/gene/?term=824
TNFSF8	TNFSF8	TNF superfamily member 8	944	https://www.ncbi.nlm.nih.gov/gene/?term=944
MIR6864	MIR6864	microRNA 6864	102465521	https://www.ncbi.nlm.nih.gov/gene/?term=102465521
EBI3	EBI3	Epstein-Barr virus induced 3	10148	https://www.ncbi.nlm.nih.gov/gene/?term=10148
TEX14	TEX14	testis expressed 14, intercellular bridge forming factor	56155	https://www.ncbi.nlm.nih.gov/gene/?term=56155
RAC2	RAC2	Rac family small GTPase 2	5880	https://www.ncbi.nlm.nih.gov/gene/?term=5880
APOL6	APOL6	apolipoprotein L6	80830	https://www.ncbi.nlm.nih.gov/gene/?term=80830
SLAMF7	SLAMF7	SLAM family member 7	57823	https://www.ncbi.nlm.nih.gov/gene/?term=57823
MFSD2A	MFSD2A	major facilitator superfamily domain containing 2A	84879	https://www.ncbi.nlm.nih.gov/gene/?term=84879
C15orf48	C15orf48	chromosome 15 open reading frame 48	84419	https://www.ncbi.nlm.nih.gov/gene/?term=84419
OAS2	OAS2	2'-5'-oligoadenylate synthetase 2	4939	https://www.ncbi.nlm.nih.gov/gene/?term=4939
ARC	ARC	activity regulated cytoskeleton associated protein	23237	https://www.ncbi.nlm.nih.gov/gene/?term=23237
RNVU1-14	RNVU1-14	RNA, variant U1 small nuclear 14	101954266	https://www.ncbi.nlm.nih.gov/gene/?term=101954266
PMAIP1	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1	5366	https://www.ncbi.nlm.nih.gov/gene/?term=5366
ACTN1	ACTN1	actinin alpha 1	87	https://www.ncbi.nlm.nih.gov/gene/?term=87
XIAP	XIAP	X-linked inhibitor of apoptosis	331	https://www.ncbi.nlm.nih.gov/gene/?term=331
MOB3B	MOB3B	MOB kinase activator 3B	79817	https://www.ncbi.nlm.nih.gov/gene/?term=79817
CD276	CD276	CD276 molecule	80381	https://www.ncbi.nlm.nih.gov/gene/?term=80381
IFIT2	IFIT2	interferon induced protein with tetratricopeptide repeats 2	3433	https://www.ncbi.nlm.nih.gov/gene/?term=3433
BTG1	BTG1	BTG anti-proliferation factor 1	694	https://www.ncbi.nlm.nih.gov/gene/?term=694
RNU4-2	RNU4-2	RNA, U4 small nuclear 2	26834	https://www.ncbi.nlm.nih.gov/gene/?term=26834
FURIN	FURIN	furin, paired basic amino acid cleaving enzyme	5045	https://www.ncbi.nlm.nih.gov/gene/?term=5045
SOCS1	SOCS1	suppressor of cytokine signaling 1	8651	https://www.ncbi.nlm.nih.gov/gene/?term=8651
DOLK	DOLK	dolichol kinase	22845	https://www.ncbi.nlm.nih.gov/gene/?term=22845
EDN1	EDN1	endothelin 1	1906	https://www.ncbi.nlm.nih.gov/gene/?term=1906
FBXO39	FBXO39	F-box protein 39	162517	https://www.ncbi.nlm.nih.gov/gene/?term=162517
RNU11	RNU11	RNA, U11 small nuclear	26824	https://www.ncbi.nlm.nih.gov/gene/?term=26824
SCO2	SCO2	SCO2, cytochrome c oxidase assembly protein	9997	https://www.ncbi.nlm.nih.gov/gene/?term=9997
EMP1	EMP1	epithelial membrane protein 1	2012	https://www.ncbi.nlm.nih.gov/gene/?term=2012
MIR5087	MIR5087	microRNA 5087	100847044	https://www.ncbi.nlm.nih.gov/gene/?term=100847044
FCRLA	FCRLA	Fc receptor like A	84824	https://www.ncbi.nlm.nih.gov/gene/?term=84824
IFI44L	IFI44L	interferon induced protein 44 like	10964	https://www.ncbi.nlm.nih.gov/gene/?term=10964
PIM3	PIM3	Pim-3 proto-oncogene, serine/threonine kinase	415116	https://www.ncbi.nlm.nih.gov/gene/?term=415116
ROCK1P1	ROCK1P1	Rho associated coiled-coil containing protein kinase 1 pseudogene 1	727758	https://www.ncbi.nlm.nih.gov/gene/?term=727758
FSCN2	FSCN2	fascin actin-bundling protein 2, retinal	25794	https://www.ncbi.nlm.nih.gov/gene/?term=25794
ACBD3	ACBD3	acyl-CoA binding domain containing 3	64746	https://www.ncbi.nlm.nih.gov/gene/?term=64746
DDX60L	DDX60L	DExD/H-box 60 like	91351	https://www.ncbi.nlm.nih.gov/gene/?term=91351
TNFSF14	TNFSF14	TNF superfamily member 14	8740	https://www.ncbi.nlm.nih.gov/gene/?term=8740
LOC100996756	LOC100996756	uncharacterized LOC100996756	100996756	https://www.ncbi.nlm.nih.gov/gene/?term=100996756
AMIGO2	AMIGO2	adhesion molecule with Ig like domain 2	347902	https://www.ncbi.nlm.nih.gov/gene/?term=347902
ARPC2	ARPC2	actin related protein 2/3 complex subunit 2	10109	https://www.ncbi.nlm.nih.gov/gene/?term=10109
MIR7846	MIR7846	microRNA 7846	102465836	https://www.ncbi.nlm.nih.gov/gene/?term=102465836
P2RX7	P2RX7	purinergic receptor P2X 7	5027	https://www.ncbi.nlm.nih.gov/gene/?term=5027
CSTB	CSTB	cystatin B	1476	https://www.ncbi.nlm.nih.gov/gene/?term=1476
DENND1B	DENND1B	DENN domain containing 1B	163486	https://www.ncbi.nlm.nih.gov/gene/?term=163486
MCL1	MCL1	MCL1, BCL2 family apoptosis regulator	4170	https://www.ncbi.nlm.nih.gov/gene/?term=4170
DTX3L	DTX3L	deltex E3 ubiquitin ligase 3L	151636	https://www.ncbi.nlm.nih.gov/gene/?term=151636
MYC	MYC	MYC proto-oncogene, bHLH transcription factor	4609	https://www.ncbi.nlm.nih.gov/gene/?term=4609
KLF4	KLF4	Kruppel like factor 4	9314	https://www.ncbi.nlm.nih.gov/gene/?term=9314
RHOF	RHOF	ras homolog family member F, filopodia associated	54509	https://www.ncbi.nlm.nih.gov/gene/?term=54509
SMS	SMS	spermine synthase	6611	https://www.ncbi.nlm.nih.gov/gene/?term=6611
DDX60	DDX60	DExD/H-box helicase 60	55601	https://www.ncbi.nlm.nih.gov/gene/?term=55601
CSF1	CSF1	colony stimulating factor 1	1435	https://www.ncbi.nlm.nih.gov/gene/?term=1435
PXDC1	PXDC1	PX domain containing 1	221749	https://www.ncbi.nlm.nih.gov/gene/?term=221749
GPR35	GPR35	G protein-coupled receptor 35	2859	https://www.ncbi.nlm.nih.gov/gene/?term=2859
SERPINE1	SERPINE1	serpin family E member 1	5054	https://www.ncbi.nlm.nih.gov/gene/?term=5054
PRKCD	PRKCD	protein kinase C delta	5580	https://www.ncbi.nlm.nih.gov/gene/?term=5580
NFKBIA	NFKBIA	NFKB inhibitor alpha	4792	https://www.ncbi.nlm.nih.gov/gene/?term=4792
GCA	GCA	grancalcin	25801	https://www.ncbi.nlm.nih.gov/gene/?term=25801
SOD2	SOD2	superoxide dismutase 2	6648	https://www.ncbi.nlm.nih.gov/gene/?term=6648
VTRNA1-3	VTRNA1-3	vault RNA 1-3	56662	https://www.ncbi.nlm.nih.gov/gene/?term=56662
MSH4	MSH4	mutS homolog 4	4438	https://www.ncbi.nlm.nih.gov/gene/?term=4438
SAMD9	SAMD9	sterile alpha motif domain containing 9	54809	https://www.ncbi.nlm.nih.gov/gene/?term=54809
RNU4ATAC	RNU4ATAC	RNA, U4atac small nuclear (U12-dependent splicing)	100151683	https://www.ncbi.nlm.nih.gov/gene/?term=100151683
SNORD13	SNORD13	small nucleolar RNA, C/D box 13	692084	https://www.ncbi.nlm.nih.gov/gene/?term=692084
VWA7	VWA7	von Willebrand factor A domain containing 7	80737	https://www.ncbi.nlm.nih.gov/gene/?term=80737
KLF2	KLF2	Kruppel like factor 2	10365	https://www.ncbi.nlm.nih.gov/gene/?term=10365
MAP1LC3B2	MAP1LC3B2	microtubule associated protein 1 light chain 3 beta 2	643246	https://www.ncbi.nlm.nih.gov/gene/?term=643246
LINC00941	LINC00941	long intergenic non-protein coding RNA 941	100287314	https://www.ncbi.nlm.nih.gov/gene/?term=100287314
TMEM140	TMEM140	transmembrane protein 140	55281	https://www.ncbi.nlm.nih.gov/gene/?term=55281
IRF7	IRF7	interferon regulatory factor 7	3665	https://www.ncbi.nlm.nih.gov/gene/?term=3665
FBXO31	FBXO31	F-box protein 31	79791	https://www.ncbi.nlm.nih.gov/gene/?term=79791
FTH1	FTH1	ferritin heavy chain 1	2495	https://www.ncbi.nlm.nih.gov/gene/?term=2495
CAND1	CAND1	cullin associated and neddylation dissociated 1	55832	https://www.ncbi.nlm.nih.gov/gene/?term=55832
NT5C3A	NT5C3A	5'-nucleotidase, cytosolic IIIA	51251	https://www.ncbi.nlm.nih.gov/gene/?term=51251
IDO1	IDO1	indoleamine 2,3-dioxygenase 1	3620	https://www.ncbi.nlm.nih.gov/gene/?term=3620
NCF2	NCF2	neutrophil cytosolic factor 2	4688	https://www.ncbi.nlm.nih.gov/gene/?term=4688
TRMT61A	TRMT61A	tRNA methyltransferase 61A	115708	https://www.ncbi.nlm.nih.gov/gene/?term=115708
NFKBIZ	NFKBIZ	NFKB inhibitor zeta	64332	https://www.ncbi.nlm.nih.gov/gene/?term=64332
DOT1L	DOT1L	DOT1 like histone lysine methyltransferase	84444	https://www.ncbi.nlm.nih.gov/gene/?term=84444
WDR74	WDR74	WD repeat domain 74	54663	https://www.ncbi.nlm.nih.gov/gene/?term=54663
POLDIP3	POLDIP3	DNA polymerase delta interacting protein 3	84271	https://www.ncbi.nlm.nih.gov/gene/?term=84271
SLC27A3	SLC27A3	solute carrier family 27 member 3	11000	https://www.ncbi.nlm.nih.gov/gene/?term=11000
IFIT3	IFIT3	interferon induced protein with tetratricopeptide repeats 3	3437	https://www.ncbi.nlm.nih.gov/gene/?term=3437
LOC102724297	LOC102724297	uncharacterized LOC102724297	102724297	https://www.ncbi.nlm.nih.gov/gene/?term=102724297
ACAD9	ACAD9	acyl-CoA dehydrogenase family member 9	28976	https://www.ncbi.nlm.nih.gov/gene/?term=28976
LINC-PINT	LINC-PINT	long intergenic non-protein coding RNA, p53 induced transcript	378805	https://www.ncbi.nlm.nih.gov/gene/?term=378805
LOC101928419	LOC101928419	uncharacterized LOC101928419	101928419	https://www.ncbi.nlm.nih.gov/gene/?term=101928419
MIR6787	MIR6787	microRNA 6787	102465472	https://www.ncbi.nlm.nih.gov/gene/?term=102465472
SOCS3	SOCS3	suppressor of cytokine signaling 3	9021	https://www.ncbi.nlm.nih.gov/gene/?term=9021
SPP1	SPP1	secreted phosphoprotein 1	6696	https://www.ncbi.nlm.nih.gov/gene/?term=6696
MSR1	MSR1	macrophage scavenger receptor 1	4481	https://www.ncbi.nlm.nih.gov/gene/?term=4481
KCNMA1	KCNMA1	potassium calcium-activated channel subfamily M alpha 1	3778	https://www.ncbi.nlm.nih.gov/gene/?term=3778
LOC101928465	LOC101928465	uncharacterized LOC101928465	101928465	https://www.ncbi.nlm.nih.gov/gene/?term=101928465
SNORD3D	SNORD3D	small nucleolar RNA, C/D box 3D	780854	https://www.ncbi.nlm.nih.gov/gene/?term=780854
LINC00847	LINC00847	long intergenic non-protein coding RNA 847	729678	https://www.ncbi.nlm.nih.gov/gene/?term=729678
OAS3	OAS3	2'-5'-oligoadenylate synthetase 3	4940	https://www.ncbi.nlm.nih.gov/gene/?term=4940
HERC5	HERC5	HECT and RLD domain containing E3 ubiquitin protein ligase 5	51191	https://www.ncbi.nlm.nih.gov/gene/?term=51191
VASP	VASP	vasodilator stimulated phosphoprotein	7408	https://www.ncbi.nlm.nih.gov/gene/?term=7408
FAM83G	FAM83G	family with sequence similarity 83 member G	644815	https://www.ncbi.nlm.nih.gov/gene/?term=644815
LOC102724094	LOC102724094	uncharacterized LOC102724094	102724094	https://www.ncbi.nlm.nih.gov/gene/?term=102724094
CD274	CD274	CD274 molecule	29126	https://www.ncbi.nlm.nih.gov/gene/?term=29126
P2RX4	P2RX4	purinergic receptor P2X 4	5025	https://www.ncbi.nlm.nih.gov/gene/?term=5025
SMIM10	SMIM10	small integral membrane protein 10	644538	https://www.ncbi.nlm.nih.gov/gene/?term=644538
CD69	CD69	CD69 molecule	969	https://www.ncbi.nlm.nih.gov/gene/?term=969
MAP2K3	MAP2K3	mitogen-activated protein kinase kinase 3	5606	https://www.ncbi.nlm.nih.gov/gene/?term=5606
SLC1A3	SLC1A3	solute carrier family 1 member 3	6507	https://www.ncbi.nlm.nih.gov/gene/?term=6507
LOC101927245	LOC101927245	NA	101927245	https://www.ncbi.nlm.nih.gov/gene/?term=101927245
PHLDA2	PHLDA2	pleckstrin homology like domain family A member 2	7262	https://www.ncbi.nlm.nih.gov/gene/?term=7262
RNF19B	RNF19B	ring finger protein 19B	127544	https://www.ncbi.nlm.nih.gov/gene/?term=127544
HES4	HES4	hes family bHLH transcription factor 4	57801	https://www.ncbi.nlm.nih.gov/gene/?term=57801
WDR41	WDR41	WD repeat domain 41	55255	https://www.ncbi.nlm.nih.gov/gene/?term=55255
BCL2A1	BCL2A1	BCL2 related protein A1	597	https://www.ncbi.nlm.nih.gov/gene/?term=597
REL	REL	REL proto-oncogene, NF-kB subunit	5966	https://www.ncbi.nlm.nih.gov/gene/?term=5966
EMP3	EMP3	epithelial membrane protein 3	2014	https://www.ncbi.nlm.nih.gov/gene/?term=2014
DCLRE1C	DCLRE1C	DNA cross-link repair 1C	64421	https://www.ncbi.nlm.nih.gov/gene/?term=64421
GBP2	GBP2	guanylate binding protein 2	2634	https://www.ncbi.nlm.nih.gov/gene/?term=2634
MIR8073	MIR8073	microRNA 8073	102465872	https://www.ncbi.nlm.nih.gov/gene/?term=102465872
MYOF	MYOF	myoferlin	26509	https://www.ncbi.nlm.nih.gov/gene/?term=26509
RNVU1-4	RNVU1-4	RNA, variant U1 small nuclear 4	101954264	https://www.ncbi.nlm.nih.gov/gene/?term=101954264
MINPP1	MINPP1	multiple inositol-polyphosphate phosphatase 1	9562	https://www.ncbi.nlm.nih.gov/gene/?term=9562
TNFAIP3	TNFAIP3	TNF alpha induced protein 3	7128	https://www.ncbi.nlm.nih.gov/gene/?term=7128
FLVCR2	FLVCR2	feline leukemia virus subgroup C cellular receptor family member 2	55640	https://www.ncbi.nlm.nih.gov/gene/?term=55640
IGFBP6	IGFBP6	insulin like growth factor binding protein 6	3489	https://www.ncbi.nlm.nih.gov/gene/?term=3489
AP3D1	AP3D1	adaptor related protein complex 3 subunit delta 1	8943	https://www.ncbi.nlm.nih.gov/gene/?term=8943
CALM1	CALM1	calmodulin 1	801	https://www.ncbi.nlm.nih.gov/gene/?term=801
CARD17	CARD17	caspase recruitment domain family member 17	440068	https://www.ncbi.nlm.nih.gov/gene/?term=440068
IL1A	IL1A	interleukin 1 alpha	3552	https://www.ncbi.nlm.nih.gov/gene/?term=3552
IFIT1	IFIT1	interferon induced protein with tetratricopeptide repeats 1	3434	https://www.ncbi.nlm.nih.gov/gene/?term=3434
FADD	FADD	Fas associated via death domain	8772	https://www.ncbi.nlm.nih.gov/gene/?term=8772
MIR4651	MIR4651	microRNA 4651	100616270	https://www.ncbi.nlm.nih.gov/gene/?term=100616270
TOMM34	TOMM34	translocase of outer mitochondrial membrane 34	10953	https://www.ncbi.nlm.nih.gov/gene/?term=10953
H3F3B	H3F3B	H3 histone family member 3B	3021	https://www.ncbi.nlm.nih.gov/gene/?term=3021
OAS1	OAS1	2'-5'-oligoadenylate synthetase 1	4938	https://www.ncbi.nlm.nih.gov/gene/?term=4938
TUBB	TUBB	tubulin beta class I	203068	https://www.ncbi.nlm.nih.gov/gene/?term=203068
WSB2	WSB2	WD repeat and SOCS box containing 2	55884	https://www.ncbi.nlm.nih.gov/gene/?term=55884
UBE2L6	UBE2L6	ubiquitin conjugating enzyme E2 L6	9246	https://www.ncbi.nlm.nih.gov/gene/?term=9246
HNF1B	HNF1B	HNF1 homeobox B	6928	https://www.ncbi.nlm.nih.gov/gene/?term=6928
DENND4C	DENND4C	DENN domain containing 4C	55667	https://www.ncbi.nlm.nih.gov/gene/?term=55667
ZNHIT2	ZNHIT2	zinc finger HIT-type containing 2	741	https://www.ncbi.nlm.nih.gov/gene/?term=741
PIM1	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	5292	https://www.ncbi.nlm.nih.gov/gene/?term=5292
ATF3	ATF3	activating transcription factor 3	467	https://www.ncbi.nlm.nih.gov/gene/?term=467
TRIM25	TRIM25	tripartite motif containing 25	7706	https://www.ncbi.nlm.nih.gov/gene/?term=7706
TMEM123	TMEM123	transmembrane protein 123	114908	https://www.ncbi.nlm.nih.gov/gene/?term=114908
NFX1	NFX1	nuclear transcription factor, X-box binding 1	4799	https://www.ncbi.nlm.nih.gov/gene/?term=4799
EEF1A1	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	1915	https://www.ncbi.nlm.nih.gov/gene/?term=1915
TMEM79	TMEM79	transmembrane protein 79	84283	https://www.ncbi.nlm.nih.gov/gene/?term=84283
ARHGDIA	ARHGDIA	Rho GDP dissociation inhibitor alpha	396	https://www.ncbi.nlm.nih.gov/gene/?term=396
ZNFX1	ZNFX1	zinc finger NFX1-type containing 1	57169	https://www.ncbi.nlm.nih.gov/gene/?term=57169
LOC646652	LOC646652	integral membrane glycoprotein-like pseudogene	646652	https://www.ncbi.nlm.nih.gov/gene/?term=646652
KLK10	KLK10	kallikrein related peptidase 10	5655	https://www.ncbi.nlm.nih.gov/gene/?term=5655
HLA-E	HLA-E	major histocompatibility complex, class I, E	3133	https://www.ncbi.nlm.nih.gov/gene/?term=3133
LILRB4	LILRB4	leukocyte immunoglobulin like receptor B4	11006	https://www.ncbi.nlm.nih.gov/gene/?term=11006
HS3ST2	HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2	9956	https://www.ncbi.nlm.nih.gov/gene/?term=9956
ESPL1	ESPL1	extra spindle pole bodies like 1, separase	9700	https://www.ncbi.nlm.nih.gov/gene/?term=9700
CALY	CALY	calcyon neuron specific vesicular protein	50632	https://www.ncbi.nlm.nih.gov/gene/?term=50632
FERMT1	FERMT1	fermitin family member 1	55612	https://www.ncbi.nlm.nih.gov/gene/?term=55612
SNHG1	SNHG1	small nucleolar RNA host gene 1	23642	https://www.ncbi.nlm.nih.gov/gene/?term=23642
GREM1	GREM1	gremlin 1, DAN family BMP antagonist	26585	https://www.ncbi.nlm.nih.gov/gene/?term=26585
ECE1	ECE1	endothelin converting enzyme 1	1889	https://www.ncbi.nlm.nih.gov/gene/?term=1889
EVPLL	EVPLL	envoplakin like	645027	https://www.ncbi.nlm.nih.gov/gene/?term=645027
FMNL3	FMNL3	formin like 3	91010	https://www.ncbi.nlm.nih.gov/gene/?term=91010
HERC6	HERC6	HECT and RLD domain containing E3 ubiquitin protein ligase family member 6	55008	https://www.ncbi.nlm.nih.gov/gene/?term=55008
SH3BGRL3	SH3BGRL3	SH3 domain binding glutamate rich protein like 3	83442	https://www.ncbi.nlm.nih.gov/gene/?term=83442
GPRC5A	GPRC5A	G protein-coupled receptor class C group 5 member A	9052	https://www.ncbi.nlm.nih.gov/gene/?term=9052
BTG2	BTG2	BTG anti-proliferation factor 2	7832	https://www.ncbi.nlm.nih.gov/gene/?term=7832
AK4	AK4	adenylate kinase 4	205	https://www.ncbi.nlm.nih.gov/gene/?term=205
LINC00266-3	LINC00266-3	long intergenic non-protein coding RNA 266-3	441123	https://www.ncbi.nlm.nih.gov/gene/?term=441123
ADAM17	ADAM17	ADAM metallopeptidase domain 17	6868	https://www.ncbi.nlm.nih.gov/gene/?term=6868
MED4	MED4	mediator complex subunit 4	29079	https://www.ncbi.nlm.nih.gov/gene/?term=29079
CCNA1	CCNA1	cyclin A1	8900	https://www.ncbi.nlm.nih.gov/gene/?term=8900
LOC102723506	LOC102723506	uncharacterized LOC102723506	102723506	https://www.ncbi.nlm.nih.gov/gene/?term=102723506
ZC3HAV1	ZC3HAV1	zinc finger CCCH-type containing, antiviral 1	56829	https://www.ncbi.nlm.nih.gov/gene/?term=56829
LOC101928228	LOC101928228	uncharacterized LOC101928228	101928228	https://www.ncbi.nlm.nih.gov/gene/?term=101928228
SLC6A15	SLC6A15	solute carrier family 6 member 15	55117	https://www.ncbi.nlm.nih.gov/gene/?term=55117
HEG1	HEG1	heart development protein with EGF like domains 1	57493	https://www.ncbi.nlm.nih.gov/gene/?term=57493
LOC100505622	LOC100505622	uncharacterized LOC100505622	100505622	https://www.ncbi.nlm.nih.gov/gene/?term=100505622
CDK17	CDK17	cyclin dependent kinase 17	5128	https://www.ncbi.nlm.nih.gov/gene/?term=5128
GBP5	GBP5	guanylate binding protein 5	115362	https://www.ncbi.nlm.nih.gov/gene/?term=115362
MIR6789	MIR6789	microRNA 6789	102466736	https://www.ncbi.nlm.nih.gov/gene/?term=102466736
METTL1	METTL1	methyltransferase like 1	4234	https://www.ncbi.nlm.nih.gov/gene/?term=4234
HCG27	HCG27	HLA complex group 27	253018	https://www.ncbi.nlm.nih.gov/gene/?term=253018
