geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
GO:0031349	positive regulation of defense response	http://amigo.geneontology.org/amigo/term/GO:0031349	376	44	12.28210838901262	3.5824468085106385	1.4832579608992091e-13	8.761604775031628e-10	329;718;1535;2069;2319;3303;3456;3569;3600;3606;3620;3656;3717;4792;5054;5580;5595;5743;5817;5970;6352;6714;7128;7316;9258;10125;10133;10211;10318;29110;55601;55666;57162;64332;79465;79931;81035;92610;115362;118788;154064;285852;414062;729230	FLOT1;TNFAIP3;TBK1;NFKBIA;CCL3L3;TNIP1;PRKCD;IL6;EREG;CCL5;PTGS2;TNIP3;NFKBIZ;IDO1;CYBA;SRC;RASGRP1;HSPA1A;PIK3AP1;TIFA;IFNB1;IL15;JAK2;TREML4;RELA;NPLOC4;FLOT2;SERPINE1;IRAK2;MFHAS1;RAET1L;GBP5;ULBP3;PVR;C3;OPTN;MAPK3;DDX60;COLEC12;IL18;UBC;CCR2;PELI1;BIRC2
GO:0071356	cellular response to tumor necrosis factor	http://amigo.geneontology.org/amigo/term/GO:0071356	198	28	6.467706013363029	4.3292011019283745	5.6732174513740574e-11	1.6755847742633279e-7	329;958;965;1116;1277;1535;1906;2634;2635;3303;3383;3604;3717;4792;5595;5970;6352;6364;6368;7128;7185;7293;7538;8740;8877;84888;259230;414062	TRAF1;CCL20;TNFAIP3;NFKBIA;CCL3L3;CCL5;GBP2;ICAM1;TNFSF14;CYBA;SPHK1;HSPA1A;TNFRSF4;JAK2;RELA;TNFRSF9;SGMS1;ZFP36;CD58;EDN1;CHI3L1;GBP3;MAPK3;CCL23;SPPL2A;CD40;BIRC2;COL1A1
GO:0034612	response to tumor necrosis factor	http://amigo.geneontology.org/amigo/term/GO:0034612	216	29	7.055679287305122	4.110164141414142	9.232326014796399e-11	1.817844992313411e-7	329;958;965;1116;1277;1535;1906;2634;2635;3303;3383;3604;3717;4792;5595;5743;5970;6352;6364;6368;7128;7185;7293;7538;8740;8877;84888;259230;414062	TRAF1;CCL20;TNFAIP3;NFKBIA;CCL3L3;CCL5;GBP2;PTGS2;ICAM1;TNFSF14;CYBA;SPHK1;HSPA1A;TNFRSF4;JAK2;RELA;TNFRSF9;SGMS1;ZFP36;CD58;EDN1;CHI3L1;GBP3;MAPK3;CCL23;SPPL2A;CD40;BIRC2;COL1A1
GO:0070555	response to interleukin-1	http://amigo.geneontology.org/amigo/term/GO:0070555	134	22	4.37713437268003	5.026119402985074	3.716268404119205e-10	5.487999365783036e-7	952;958;1116;1535;1906;2634;2635;3383;3552;3569;3656;4792;5595;5970;6352;6364;6368;6714;7316;8454;57162;414062	CCL20;NFKBIA;CCL3L3;CD38;IL6;CCL5;GBP2;ICAM1;CYBA;SRC;RELA;IRAK2;CUL1;EDN1;CHI3L1;GBP3;IL1A;MAPK3;CCL23;UBC;CD40;PELI1
GO:0002764	immune response-regulating signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0002764	429	41	14.01336302895323	2.925778766687858	6.407295805033186e-10	7.569579264066207e-7	329;673;952;958;973;1535;1793;2319;3303;3656;3937;3984;4772;4792;5074;5291;5580;5595;5970;6714;7128;7316;9258;10109;10211;10318;23191;27202;29110;55601;55666;57162;59338;64005;64332;79931;81035;84807;92610;118788;285852	FLOT1;TNFAIP3;TBK1;MYO1G;NFKBIA;TNIP1;PRKCD;CD38;NFATC1;TNIP3;NFKBIZ;CYBA;CD79A;SRC;HSPA1A;PIK3AP1;TIFA;LCP2;NFKBID;TREML4;CYFIP1;RELA;NPLOC4;FLOT2;BRAF;IRAK2;MFHAS1;PIK3CB;PLEKHA1;MAPK3;DDX60;C5AR2;COLEC12;UBC;DOCK1;PAWR;CD40;PELI1;BIRC2;ARPC2;LIMK1
GO:0002757	immune response-activating signal transduction	http://amigo.geneontology.org/amigo/term/GO:0002757	400	39	13.066072754268745	2.9848295454545455	9.653884358584719e-10	9.504249151026656e-7	329;673;952;973;1535;1793;2319;3303;3656;3937;3984;4792;5074;5291;5580;5595;5970;6714;7128;7316;9258;10109;10211;10318;23191;27202;29110;55601;55666;57162;59338;64005;64332;79931;81035;84807;92610;118788;285852	FLOT1;TNFAIP3;TBK1;MYO1G;NFKBIA;TNIP1;PRKCD;CD38;TNIP3;NFKBIZ;CYBA;CD79A;SRC;HSPA1A;PIK3AP1;TIFA;LCP2;NFKBID;TREML4;CYFIP1;RELA;NPLOC4;FLOT2;BRAF;IRAK2;MFHAS1;PIK3CB;PLEKHA1;MAPK3;DDX60;C5AR2;COLEC12;UBC;DOCK1;PAWR;PELI1;BIRC2;ARPC2;LIMK1
GO:0045089	positive regulation of innate immune response	http://amigo.geneontology.org/amigo/term/GO:0045089	276	31	9.015590200445434	3.4384881422924902	1.8870630613676553e-9	1.592411643356963e-6	329;1535;2069;2319;3303;3456;3656;4792;5580;5817;5970;6352;6714;7128;7316;9258;10125;10211;10318;29110;55601;55666;57162;79465;79931;81035;92610;115362;118788;154064;285852	FLOT1;TNFAIP3;TBK1;NFKBIA;TNIP1;PRKCD;EREG;CCL5;TNIP3;CYBA;SRC;RASGRP1;HSPA1A;PIK3AP1;TIFA;IFNB1;TREML4;RELA;NPLOC4;FLOT2;IRAK2;MFHAS1;RAET1L;GBP5;ULBP3;PVR;DDX60;COLEC12;UBC;PELI1;BIRC2
GO:0032103	positive regulation of response to external stimulus	http://amigo.geneontology.org/amigo/term/GO:0032103	262	30	8.558277654046028	3.505378209576683	2.194337156424808e-9	1.6202436978751678e-6	654;659;673;718;1435;1535;1901;1906;2152;3569;3600;3606;3620;3717;4792;5025;5054;5595;5743;5880;6352;8740;10133;10318;29110;55601;64332;115362;414062;729230	F3;TBK1;NFKBIA;CCL3L3;CSF1;TNIP1;IL6;CCL5;PTGS2;TNFSF14;NFKBIZ;IDO1;CYBA;P2RX4;IL15;JAK2;S1PR1;RAC2;BRAF;SERPINE1;EDN1;GBP5;C3;OPTN;MAPK3;BMP6;DDX60;IL18;CCR2;BMPR2
GO:0045088	regulation of innate immune response	http://amigo.geneontology.org/amigo/term/GO:0045088	330	34	10.779510022271715	3.1541322314049585	2.943668642174657e-9	1.9320278521473e-6	329;1535;2069;2319;3303;3456;3656;3717;4792;5580;5817;5970;6352;6714;7128;7316;9258;9437;10125;10211;10318;29110;54625;55601;55666;57162;79465;79931;81035;92610;115362;118788;154064;285852	FLOT1;TNFAIP3;TBK1;NFKBIA;TNIP1;PRKCD;EREG;CCL5;TNIP3;NCR1;CYBA;SRC;RASGRP1;HSPA1A;PIK3AP1;TIFA;IFNB1;JAK2;TREML4;PARP14;RELA;NPLOC4;FLOT2;IRAK2;MFHAS1;RAET1L;GBP5;ULBP3;PVR;DDX60;COLEC12;UBC;PELI1;BIRC2
GO:0002253	activation of immune response	http://amigo.geneontology.org/amigo/term/GO:0002253	460	41	15.025983667409058	2.7286067193675887	5.061653096660734e-9	2.7145897759650595e-6	329;629;673;718;952;973;1535;1793;2319;3303;3656;3937;3984;4792;5074;5291;5580;5595;5970;6714;7128;7316;9258;10109;10211;10318;23191;27202;29110;55601;55666;57162;59338;64005;64332;79931;81035;84807;92610;118788;285852	FLOT1;TNFAIP3;TBK1;MYO1G;NFKBIA;TNIP1;PRKCD;CD38;TNIP3;CFB;NFKBIZ;CYBA;CD79A;SRC;HSPA1A;PIK3AP1;TIFA;LCP2;NFKBID;TREML4;CYFIP1;RELA;NPLOC4;FLOT2;BRAF;IRAK2;MFHAS1;PIK3CB;C3;PLEKHA1;MAPK3;DDX60;C5AR2;COLEC12;UBC;DOCK1;PAWR;PELI1;BIRC2;ARPC2;LIMK1
GO:0070661	leukocyte proliferation	http://amigo.geneontology.org/amigo/term/GO:0070661	256	29	8.362286562731997	3.4679509943181817	5.2433858366285335e-9	2.7145897759650595e-6	384;952;958;973;1435;1880;3456;3569;3574;3600;3606;3620;4860;5074;5580;5880;6352;6385;7128;7293;8440;8740;10148;23529;29110;51083;57162;246778;729230	EBI3;TNFAIP3;TBK1;CSF1;PRKCD;CD38;SDC4;IL6;CCL5;TNFSF14;IL7;IL27;IDO1;CD79A;IFNB1;IL15;TNFRSF4;RAC2;PNP;CLCF1;GAL;GPR183;NCK2;IL18;CCR2;PAWR;CD40;PELI1;ARG2
GO:0032943	mononuclear cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0032943	241	28	7.872308834446919	3.5567710298000756	5.514656731264722e-9	2.7145897759650595e-6	384;952;958;973;1435;1880;3456;3569;3574;3600;3606;3620;4860;5074;5580;5880;6352;6385;7293;8440;8740;10148;23529;29110;51083;57162;246778;729230	EBI3;TBK1;CSF1;PRKCD;CD38;SDC4;IL6;CCL5;TNFSF14;IL7;IL27;IDO1;CD79A;IFNB1;IL15;TNFRSF4;RAC2;PNP;CLCF1;GAL;GPR183;NCK2;IL18;CCR2;PAWR;CD40;PELI1;ARG2
GO:0071347	cellular response to interleukin-1	http://amigo.geneontology.org/amigo/term/GO:0071347	116	19	3.789161098737936	5.014302507836991	6.216878567499862e-9	2.824853976786283e-6	958;1116;1906;2634;2635;3383;3552;3569;3656;4792;5595;5970;6352;6364;6368;7316;8454;57162;414062	CCL20;NFKBIA;CCL3L3;IL6;CCL5;GBP2;ICAM1;RELA;IRAK2;CUL1;EDN1;CHI3L1;GBP3;IL1A;MAPK3;CCL23;UBC;CD40;PELI1
GO:0050900	leukocyte migration	http://amigo.geneontology.org/amigo/term/GO:0050900	380	36	12.412769116555308	2.9002392344497605	9.42954414551167e-9	3.978594090538388e-6	965;1277;1435;1843;1880;1901;1906;2321;2683;2817;2833;2921;3383;3569;3678;4318;4627;5025;5054;5291;5595;5880;6352;6364;6368;6385;6714;8140;8740;9420;23143;27202;56300;64005;414062;729230	CCL20;MYO1G;CCL3L3;CSF1;FLT1;SDC4;IL6;CCL5;CXCL3;ICAM1;TNFSF14;P2RX4;SRC;B4GALT1;MMP9;CYP7B1;GPC1;IL36G;MYH9;ITGA5;S1PR1;RAC2;SERPINE1;CD58;EDN1;PIK3CB;SLC7A5;LRCH1;MAPK3;GPR183;C5AR2;CCL23;CCR2;DUSP1;COL1A1;CXCR3
GO:0051249	regulation of lymphocyte activation	http://amigo.geneontology.org/amigo/term/GO:0051249	367	35	11.988121752041573	2.9195566014367107	1.2887869105249194e-8	5.075242853647133e-6	384;673;952;958;1880;2319;3456;3569;3574;3600;3606;3620;3624;3956;4860;5074;5880;6352;6385;6714;7128;7293;7494;8440;8740;9308;10125;10148;23529;51083;57162;64332;84807;246778;729230	EBI3;TNFAIP3;INHBA;CD38;SDC4;IL6;CCL5;TNFSF14;IL7;NFKBIZ;IL27;IDO1;SRC;RASGRP1;IFNB1;IL15;TNFRSF4;NFKBID;FLOT2;RAC2;BRAF;LGALS1;PNP;CLCF1;GAL;GPR183;NCK2;IL18;CD83;CCR2;XBP1;PAWR;CD40;PELI1;ARG2
GO:0046651	lymphocyte proliferation	http://amigo.geneontology.org/amigo/term/GO:0046651	239	27	7.806978470675576	3.458444275389882	1.8989487093890034e-8	7.010681266475527e-6	384;952;958;973;1880;3456;3569;3574;3600;3606;3620;4860;5074;5580;5880;6352;6385;7293;8440;8740;10148;23529;29110;51083;57162;246778;729230	EBI3;TBK1;PRKCD;CD38;SDC4;IL6;CCL5;TNFSF14;IL7;IL27;IDO1;CD79A;IFNB1;IL15;TNFRSF4;RAC2;PNP;CLCF1;GAL;GPR183;NCK2;IL18;CCR2;PAWR;CD40;PELI1;ARG2
GO:0070663	regulation of leukocyte proliferation	http://amigo.geneontology.org/amigo/term/GO:0070663	194	24	6.337045285820341	3.7872539831302716	2.0453756355287567e-8	7.107078752393157e-6	384;952;958;1435;1880;3569;3574;3600;3606;3620;4860;5074;5880;6352;6385;7128;7293;8440;10148;23529;51083;57162;246778;729230	EBI3;TNFAIP3;CSF1;CD38;SDC4;IL6;CCL5;IL7;IL27;IDO1;IL15;TNFRSF4;RAC2;PNP;CLCF1;GAL;GPR183;NCK2;IL18;CCR2;PAWR;CD40;PELI1;ARG2
GO:0001819	positive regulation of cytokine production	http://amigo.geneontology.org/amigo/term/GO:0001819	376	35	12.28210838901262	2.8496735976789167	2.3908559021457165e-8	7.845992118874861e-6	329;718;958;965;1535;2069;3303;3552;3569;3574;3600;3606;3620;3717;4791;5045;5054;5595;5743;5970;6714;7494;9308;10125;10148;10211;29110;55601;55612;55666;56300;57162;115362;246778;729230	FLOT1;EBI3;TBK1;NFKB2;IL6;EREG;PTGS2;IL7;IL27;FURIN;IDO1;CYBA;SRC;RASGRP1;HSPA1A;IL36G;IL15;JAK2;RELA;FERMT1;NPLOC4;SERPINE1;CD58;GBP5;C3;IL1A;MAPK3;DDX60;IL18;CD83;CCR2;XBP1;CD40;PELI1;BIRC2
GO:0032944	regulation of mononuclear cell proliferation	http://amigo.geneontology.org/amigo/term/GO:0032944	186	23	6.075723830734967	3.7855571847507328	4.0816906521357055e-8	1.2689761411666112e-5	384;952;958;1435;1880;3569;3574;3600;3606;3620;4860;5074;5880;6352;6385;7293;8440;10148;23529;51083;57162;246778;729230	EBI3;CSF1;CD38;SDC4;IL6;CCL5;IL7;IL27;IDO1;IL15;TNFRSF4;RAC2;PNP;CLCF1;GAL;GPR183;NCK2;IL18;CCR2;PAWR;CD40;PELI1;ARG2
GO:0002221	pattern recognition receptor signaling pathway	http://amigo.geneontology.org/amigo/term/GO:0002221	161	21	5.25909428359317	3.993083003952569	6.301217769788536e-8	1.8610646683070442e-5	329;1535;2319;3303;3656;4792;5970;7128;7316;9258;10211;10318;29110;55601;55666;57162;79931;81035;92610;118788;285852	FLOT1;TNFAIP3;TBK1;NFKBIA;TNIP1;TNIP3;CYBA;HSPA1A;PIK3AP1;TIFA;TREML4;RELA;NPLOC4;FLOT2;IRAK2;MFHAS1;DDX60;COLEC12;UBC;PELI1;BIRC2
GO:2000147	positive regulation of cell motility	http://amigo.geneontology.org/amigo/term/GO:2000147	435	37	14.20935412026726	2.6039184952978056	9.890355956443386e-8	2.7820158397481466e-5	659;958;1277;1435;1793;1901;1906;2152;2321;3383;3569;3678;3717;4318;5025;5031;5054;5595;5606;5743;5880;6352;6364;6386;6648;6714;6776;7130;7494;8740;8877;9423;9448;10000;22902;51564;729230	CCL20;SOD2;F3;CSF1;FLT1;IL6;AKT3;CCL5;PTGS2;ICAM1;TNFSF14;P2RX4;SPHK1;SRC;RUFY3;MMP9;HDAC7;JAK2;SDCBP;P2RY6;ITGA5;S1PR1;MAP2K3;RAC2;SERPINE1;NTN1;EDN1;MAP4K4;TNFAIP6;MAPK3;STAT5A;DOCK1;CCR2;XBP1;CD40;COL1A1;BMPR2
GO:0030335	positive regulation of cell migration	http://amigo.geneontology.org/amigo/term/GO:0030335	420	36	13.719376391982182	2.624025974025974	1.2257136727811258e-7	3.2910412114173226e-5	659;958;1277;1435;1793;1901;1906;2152;2321;3383;3569;3678;3717;4318;5025;5031;5054;5595;5606;5743;5880;6352;6364;6386;6648;6714;6776;7130;7494;8740;8877;9448;10000;22902;51564;729230	CCL20;SOD2;F3;CSF1;FLT1;IL6;AKT3;CCL5;PTGS2;ICAM1;TNFSF14;P2RX4;SPHK1;SRC;RUFY3;MMP9;HDAC7;JAK2;SDCBP;P2RY6;ITGA5;S1PR1;MAP2K3;RAC2;SERPINE1;EDN1;MAP4K4;TNFAIP6;MAPK3;STAT5A;DOCK1;CCR2;XBP1;CD40;COL1A1;BMPR2
GO:0007159	leukocyte cell-cell adhesion	http://amigo.geneontology.org/amigo/term/GO:0007159	298	29	9.734224201930216	2.9791793776693103	1.535487061943286e-7	3.943531336912604e-5	384;2319;3383;3456;3569;3574;3600;3606;3620;3678;3956;4860;5074;5880;5970;6352;6385;6714;7494;8440;8740;9308;10125;10148;10318;57162;64332;84807;729230	EBI3;TNIP1;SDC4;IL6;CCL5;ICAM1;TNFSF14;IL7;NFKBIZ;IDO1;SRC;RASGRP1;IFNB1;IL15;NFKBID;ITGA5;RELA;FLOT2;RAC2;LGALS1;PNP;NCK2;IL18;CD83;CCR2;XBP1;PAWR;PELI1;ARG2
GO:0050670	regulation of lymphocyte proliferation	http://amigo.geneontology.org/amigo/term/GO:0050670	185	22	6.0430586488492946	3.6405405405405404	1.6243034806073808e-7	3.997816941644916e-5	384;952;958;1880;3569;3574;3600;3606;3620;4860;5074;5880;6352;6385;7293;8440;10148;23529;51083;57162;246778;729230	EBI3;CD38;SDC4;IL6;CCL5;IL7;IL27;IDO1;IL15;TNFRSF4;RAC2;PNP;CLCF1;GAL;GPR183;NCK2;IL18;CCR2;PAWR;CD40;PELI1;ARG2
GO:0002758	innate immune response-activating signal transduction	http://amigo.geneontology.org/amigo/term/GO:0002758	202	23	6.598366740905717	3.4857110711071106	1.888431646612787e-7	4.372858897118217e-5	329;1535;2319;3303;3656;4792;5580;5970;6714;7128;7316;9258;10211;10318;29110;55601;55666;57162;79931;81035;92610;118788;285852	FLOT1;TNFAIP3;TBK1;NFKBIA;TNIP1;PRKCD;TNIP3;CYBA;SRC;HSPA1A;PIK3AP1;TIFA;TREML4;RELA;NPLOC4;FLOT2;IRAK2;MFHAS1;DDX60;COLEC12;UBC;PELI1;BIRC2
