"","Interval","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Chr","Start","End","Strand","Annotation","Distance.to.TSS","Nearest.PromoterID","Entrez.ID","Nearest.Unigene","Gene.Name","gc_content","length"
"1","Interval_71016",774.483353846032,-3.52003736190707,0.171515857484264,-20.5231015577089,1.3389183846557e-93,1.12623119925314e-88,"chr7",41685735,41695043,"+","exon (INHBA, exon 3 of 3)",-3559,"INHBA-AS1","INHBA-AS1","rna32649","INHBA-AS1",0.41078526157482,9308
"2","Interval_47911",392.916041547606,-4.95053386784495,0.266603767131268,-18.5688819070867,5.73854982026904e-77,2.41349059065965e-72,"chr21",25582827,25588200,"+","TTS (MRPL39)",-2289,"LINC00515","LINC00515","rna81080","LINC00515",0.371790100483811,5373
"3","Interval_71015",254.96365206673,-3.90611227653802,0.238996496223658,-16.3438056132949,4.81513976128708e-60,1.35008493673554e-55,"chr7",41680105,41683842,"+","Intergenic",-11975,"INHBA-AS1","INHBA-AS1","rna32649","INHBA-AS1",0.396736222578919,3737
"4","Interval_41811",654.670294673727,-3.31946399337593,0.213500340374647,-15.5478159311174,1.64624764957485e-54,3.4618530260997e-50,"chr2",113131283,113137302,"+","TTS (IL1RN)",14226,"IL1RN","IL1RN","NM_173841","IL1RN",0.481395348837209,6019
"5","Interval_38402",113.68397467256,-3.90693623229782,0.325138455670208,-12.016223132525,2.92016513596571e-33,4.91259380823511e-29,"chr2",6896006,6899638,"+","exon (RSAD2, exon 6 of 6)",20157,"RSAD2","RSAD2","NM_080657","RSAD2",0.376273052573631,3632
"6","Interval_71018",195.842910305938,-2.45427385464724,0.205449924253794,-11.9458494013142,6.82495019616531e-33,9.56801142917408e-29,"chr7",41698304,41700086,"+","intron (INHBA-AS1, intron 1 of 2)",3913,"INHBA","INHBA","NM_002192","INHBA",0.459338194054964,1782
"7","Interval_13750",1397.27664048878,1.76394021779241,0.159636950091985,11.0496988120608,2.19951563515629e-28,2.64303225215959e-24,"chr11",61961883,61964806,"+","TTS (FTH1)",4316,"FTH1","FTH1","NM_002032","FTH1",0.473802395209581,2923
"8","Interval_41810",524.75021195873,-1.91027573934153,0.173241215910793,-11.0266816663604,2.84157117298618e-28,2.98773449019666e-24,"chr2",113127149,113130457,"+","intron (IL1RN, intron 3 of 5)",8737,"IL1RN","IL1RN","NM_173841","IL1RN",0.495618011483832,3308
"9","Interval_81015",490.46256348314,-2.27177360230837,0.210926615584269,-10.7704454272664,4.74699026263555e-27,4.43658984379544e-23,"chr9",120892620,120897857,"+","promoter-TSS (PHF19)",-26327,"PHF19","PHF19","NM_001286840","PHF19",0.502481863306606,5237
"10","Interval_3434",307.161228188849,-2.3772578275498,0.223657718869093,-10.6289997035211,2.18442794246757e-26,1.79631633596062e-22,"chr1",109890007,109890981,"+","Intergenic",-20117,"CSF1","CSF1","NM_172211","CSF1",0.491282051282051,974
"11","Interval_29337",209.357046839731,2.3742688540254,0.22351910834627,10.6222187069002,2.3491029775387e-26,1.79631633596062e-22,"chr16",56667436,56670506,"+","promoter-TSS (MT1G)",-843,"MT1H","MT1H","NM_005951","MT1H",0.685671417854464,3070
"12","Interval_41798",87.6117175096198,-3.70961915127013,0.351853673570776,-10.5430735271944,5.46820175118561e-26,3.60756492633004e-22,"chr2",113053809,113054816,"+","Intergenic",-1445,"IL36B","IL36B","NM_173178","IL36B",0.442460317460317,1007
"13","Interval_608",973.537718773132,-1.7341756439399,0.164513339928064,-10.5412463493732,5.57550306631285e-26,3.60756492633004e-22,"chr1",16895611,16897419,"+","TTS (RNU1-2)",535,"RNU1-2","RNU1-2","rna939","RNU1-2",0.521835268103925,1808
"14","Interval_35403",641.899792318052,-2.27529551007288,0.21635540856591,-10.5164716017707,7.25393987068838e-26,4.35832251587823e-22,"chr18",63887363,63897392,"+","intron (SERPINB2, intron 2 of 7)",4672,"SERPINB2","SERPINB2","NM_001143818","SERPINB2",0.523496715512885,10029
"15","Interval_13097",110.958284065801,-3.02462419904481,0.291715327381213,-10.3684102792866,3.45219898956078e-25,1.93587812004603e-21,"chr11",35126189,35127710,"+","Intergenic",12107,"RP4-607I7.1","RP4-607I7","rna47713","RP4-607I7.1",0.459685863874346,1521
"16","Interval_10615",223.274746264519,-2.49043948307357,0.242503502947777,-10.2697051910623,9.64990956641765e-25,5.07313839487013e-21,"chr10",89340343,89345249,"+","promoter-TSS (LOC101926887)",-137,"LOC101926887","LOC101926887","rna44856","LOC101926887",0.601681555438781,4906
"17","Interval_73283",165.632755859479,-2.630622011316,0.257288787546717,-10.2243942940512,1.54188832155341e-24,7.62917271573323e-21,"chr7",130872113,130876882,"+","Intergenic",2310,"MIR29A","MIR29A","rna34919","MIR29A",0.446960167714885,4769
"18","Interval_22924",105.921461365101,-2.7695154399937,0.271449854152936,-10.2026779444624,1.92879578694768e-24,9.01336986772803e-21,"chr14",34547379,34549460,"+","Intergenic",1705,"RNU1-27P","RNU1-27P","rna58109","RNU1-27P",0.347245409015025,2081
"19","Interval_75101",240.279648333418,2.01666615910762,0.197809655472846,10.1949834262992,2.08780139463113e-24,9.24291654259989e-21,"chr8",29583265,29584631,"+","Intergenic",164161,"LINC00589","LINC00589","rna36556","LINC00589",0.463057790782736,1366
"20","Interval_590",852.18406486839,-1.65227449955945,0.16309184623178,-10.1309448493906,4.02738790328349e-24,1.69381866742345e-20,"chr1",16512621,16514691,"+","TTS (RNU1-1)",629,"RNU1-1","RNU1-1","rna908","RNU1-1",0.51569290197972,2070
"21","Interval_73530",101.453322272935,-3.47668196768237,0.345716454524658,-10.0564549999873,8.60409130810331e-24,3.4463482875291e-20,"chr7",139064083,139068198,"+","intron (ZC3HAV1, intron 7 of 12)",-30115,"ZC3HAV1L","ZC3HAV1L","NM_080660","ZC3HAV1L",0.467930029154519,4115
"22","Interval_81019",345.732287207844,-1.84545758615697,0.183819847383812,-10.0394903620156,1.02200809631657e-23,3.90755504643946e-20,"chr9",120918949,120921635,"+","intron (TRAF1, intron 3 of 7)",6603,"TRAF1","TRAF1","NM_001190945","TRAF1",0.521027167845181,2686
"23","Interval_65193",65.8822962978171,-4.62116471455536,0.460537672619058,-10.0342816436167,1.07740767858297e-23,3.94026725582637e-20,"chr6",12297308,12299320,"+","intron (LOC101928281, intron 3 of 3)",8018,"EDN1","EDN1","NM_001168319","EDN1",0.417784401390959,2012
"24","Interval_76729",86.47392891195,-3.46833873526958,0.349655241714275,-9.91930999880097,3.43119910049528e-23,1.202563801409e-19,"chr8",100381949,100383318,"+","promoter-TSS (MIR4471)",-178,"MIR4471","MIR4471","rna37812","MIR4471",0.353284671532847,1369
"25","Interval_38403",120.545281639416,-3.11877649538227,0.317054570997892,-9.8367182834371,7.82207550302767e-23,2.63181552374869e-19,"chr2",6905267,6910040,"+","Intergenic",11029,"RNF144A-AS1","RNF144A-AS1","rna9012","RNF144A-AS1",0.411185588604943,4773
"26","Interval_58618",144.963631848136,-2.97646553738026,0.306143438591827,-9.7224541250048,2.41880261347823e-22,7.82529160895083e-19,"chr4",121122215,121127035,"+","Intergenic",39696,"TNIP3","TNIP3","NM_001244764","TNIP3",0.429993777224642,4820
"27","Interval_78799",118.370796305743,-2.85195594123393,0.295770055766889,-9.64247693648101,5.2895943234931e-22,1.64790454266897e-18,"chr9",32431411,32435029,"+","intron (ACO1, intron 15 of 20)",33639,"ACO1","ACO1","XM_005251476","ACO1",0.449295385465598,3618
"28","Interval_59414",230.623962804344,1.94469985418227,0.201915310459496,9.63126495834684,5.89986567459776e-22,1.77238286149568e-18,"chr4",158120491,158121849,"+","Intergenic",51396,"FAM198B","FAM198B","NM_001128424","FAM198B",0.376747608535688,1358
"29","Interval_40685",80.6143154301835,-3.41661361946415,0.356669882663031,-9.57920414797691,9.77955855211678e-22,2.83657781934932e-18,"chr2",73831000,73831498,"+","intron (STAMBP, intron 3 of 10)",2022,"STAMBP","STAMBP","NM_006463","STAMBP",0.374749498997996,498
"30","Interval_31718",246.546259252004,-1.98379744012382,0.209510102447183,-9.4687435925622,2.83229770550516e-21,7.94129071661888e-18,"chr17",34254846,34258530,"+","intron (CCL2, intron 2 of 2)",1411,"CCL2","CCL2","NM_002982","CCL2",0.361111111111111,3684
"31","Interval_63998",161.681030489923,2.16713210686542,0.229144770141736,9.45748011409972,3.15453433866275e-21,8.55947277085861e-18,"chr5",160627396,160630832,"+","intron (ATP10B, intron 12 of 24)",143706,"MIR146A","MIR146A","rna26597","MIR146A",0.430608088449229,3436
"32","Interval_16422",534.764679127759,-1.47857372406436,0.15745859568374,-9.39023822512758,5.98647026654631e-21,1.57359983272045e-17,"chr12",6943520,6944862,"+","TTS (RNU7-1)",151,"C12orf57","C12orf57","NM_138425","C12orf57",0.437138728323699,1342
"33","Interval_25529",187.998836825668,2.07545205584438,0.22178342646204,9.35801240404955,8.12507101084726e-21,2.07103135781036e-17,"chr15",39334740,39335698,"+","Intergenic",-48815,"LOC102724283","LOC102724283","rna60798","LOC102724283",0.395131086142322,958
"34","Interval_3114",103.957430252424,-3.5217965053361,0.377072437515158,-9.33984071746037,9.64791493698724e-21,2.38686577919024e-17,"chr1",94526357,94528722,"+","Intergenic",14318,"F3","F3","NM_001993","F3",0.417159763313609,2365
"35","Interval_82774",142.916225739377,-2.74186037190823,0.295550856653538,-9.27711867579663,1.74123480376298e-20,4.18468472910066e-17,"chrX",45741521,45744310,"+","Intergenic",3327,"MIR221","MIR221","rna84715","MIR221",0.447670250896057,2789
"36","Interval_22925",98.1614795639463,-2.74042643507238,0.295790584287576,-9.26475209369093,1.9553101743239e-20,4.56863653647931e-17,"chr14",34554237,34555700,"+","Intergenic",1421,"RNU1-28P","RNU1-28P","rna58110","RNU1-28P",0.433534743202417,1463
"37","Interval_4232",611.515975799155,-1.4028566693545,0.152320917108876,-9.20987541292026,3.26503672003282e-20,7.3375171353614e-17,"chr1",145464492,145466423,"+","Intergenic",5799,"TRNAQ-CUG","TRNAQ-CUG","rna4668","TRNAQ-CUG",0.502587991718426,1931
"38","Interval_60587",115.359138286979,-2.3325541908995,0.253311314295806,-9.20825110944568,3.31481485042779e-20,7.3375171353614e-17,"chr5",35876290,35877743,"+","TTS (IL7R)",20126,"IL7R","IL7R","NM_002185","IL7R",0.433287482806052,1453
"39","Interval_66620",336.646766135126,1.96132501277121,0.21432241924067,9.15128253833663,5.62615708143232e-20,1.21195487601224e-16,"chr6",43915977,43918420,"+","intron (LOC100132354, intron 1 of 1)",26170,"LOC100132354","LOC100132354","rna29405","LOC100132354",0.497545008183306,2443
"40","Interval_70357",277.789707407327,-2.32383574246344,0.254007752565591,-9.14868038078236,5.76332343107525e-20,1.21195487601224e-16,"chr7",22729718,22733299,"+","exon (IL6, exon 5 of 5)",4345,"IL6","IL6","NM_000600","IL6",0.389168062534897,3581
"41","Interval_75521",289.144729070455,1.65256341955471,0.181128372103063,9.12371375266596,7.25931285508146e-20,1.48931000196385e-16,"chr8",47627541,47628303,"+","intron (SPIDR, intron 3 of 12)",110242,"CEBPD","CEBPD","NM_005195","CEBPD",0.435124508519004,762
"42","Interval_25464",158.221804171517,-2.23257880381226,0.244826276303827,-9.11903263619324,7.57978575752717e-20,1.51803256903428e-16,"chr15",38025686,38030007,"+","Intergenic",-12403,"RP11-1008C21.1","RP11-1008C21","rna60786","RP11-1008C21.1",0.397501836884644,4321
"43","Interval_57348",272.209611060448,-2.20384650389279,0.243887328415075,-9.03633049824563,1.62019300176126e-19,3.16936126379415e-16,"chr4",67450820,67452683,"+","Intergenic",-29756,"RP11-584P21.2","RP11-584P21","rna21352","RP11-584P21.2",0.399678111587983,1863
"44","Interval_68046",213.254621886524,2.11655508447687,0.234511733872053,9.02536964581754,1.79089719158422e-19,3.42366630159334e-16,"chr6",119158254,119159812,"+","Intergenic",-80386,"FAM184A","FAM184A","NM_001100411","FAM184A",0.491982039769083,1558
"45","Interval_52307",113.576969782076,2.32273167478037,0.257607262361534,9.01656130920943,1.94085812036926e-19,3.62789512877468e-16,"chr3",64047994,64049523,"+","Intergenic",-19206,"PRICKLE2-AS1","PRICKLE2-AS1","rna17270","PRICKLE2-AS1",0.452287581699346,1529
"46","Interval_55200",103.926652665432,2.57067128542898,0.286460180614094,8.97392189000979,2.86140221625497e-19,5.23232277000623e-16,"chr3",182924655,182926547,"+","Intergenic",54563,"DCUN1D1","DCUN1D1","XM_005247539","DCUN1D1",0.43000528262018,1892
"47","Interval_47910",67.1773733280524,-4.18552362672041,0.466886941405428,-8.9647476841419,3.1099205433197e-19,5.47324266790645e-16,"chr21",25578041,25578730,"+","Intergenic",4363,"MIR155","MIR155","rna81079","MIR155",0.456521739130435,689
"48","Interval_14365",184.633028253426,2.34903103893659,0.262043620537943,8.96427485666058,3.12329130427997e-19,5.47324266790645e-16,"chr11",73415018,73417081,"+","intron (FAM168A, intron 3 of 6)",39689,"RELT","RELT","NM_152222","RELT",0.470932852636323,2063
"49","Interval_82779",271.094853951126,-1.63296301489791,0.183210319986719,-8.91305148648984,4.96469142838215e-19,8.52255141833398e-16,"chrX",45769705,45772199,"+","Intergenic",-23858,"MIR222","MIR222","rna84718","MIR222",0.427254509018036,2494
"50","Interval_42310",56.4131392856117,3.99564426564062,0.449091881228246,8.8971643279605,5.72916424116209e-19,9.63817300290698e-16,"chr2",134475736,134476673,"+","intron (TMEM163, intron 5 of 7)",-15853,"LOC102723718","LOC102723718","rna12175","LOC102723718",0.34861407249467,937
"51","Interval_44555",294.936950736977,1.61060257694081,0.181458037503069,8.87589549133953,6.93729617215174e-19,1.14417777945205e-15,"chr2",218322192,218324442,"+","exon (PNKD, exon 1 of 9)",138,"PNKD","PNKD","NM_022572","PNKD",0.623278542869836,2250
"52","Interval_73526",91.0869221481714,-2.81988140773864,0.319203312534755,-8.83412325939319,1.00886362751359e-18,1.63193392362127e-15,"chr7",139039892,139042431,"+","Intergenic",-5136,"ZC3HAV1L","ZC3HAV1L","NM_080660","ZC3HAV1L",0.481889763779528,2539
"53","Interval_13284",144.370442537766,-2.36126634046186,0.268884300799888,-8.78171887848218,1.60995075359052e-18,2.5551133516654e-15,"chr11",44600885,44602285,"+","intron (CD82, intron 4 of 9)",35307,"CD82","CD82","XM_006718223","CD82",0.44578313253012,1400
"54","Interval_53975",181.322766820962,2.26839623046917,0.258556993234047,8.77329289026733,1.73515936741011e-18,2.70283204055003e-15,"chr3",136858332,136858739,"+","exon (RP11-85F14.5, exon 2 of 4)",3528,"RP11-85F14.5","RP11-85F14","rna18648","RP11-85F14.5",0.463235294117647,407
"55","Interval_13522",483.05841546343,-1.65725246674059,0.189499045486466,-8.74543965372612,2.22148932848522e-18,3.39746499755517e-15,"chr11",57405299,57407324,"+","TTS (SLC43A3)",-15654,"PRG2","PRG2","NM_001243245","PRG2",0.459685863874346,2025
"56","Interval_31801",820.657247202055,-1.49218462479396,0.171019979061659,-8.72520645237579,2.65695456474037e-18,3.99088809309172e-15,"chr17",36103252,36106897,"+","intron (CCL4, intron 2 of 2)",1247,"CCL4","CCL4","NM_002984","CCL4",0.363976377952756,3645
"57","Interval_19522",253.215916371631,-1.65101695167498,0.189707987170569,-8.70293853358177,3.233990960482e-18,4.77240613405165e-15,"chr12",111413345,111414296,"+","intron (SH2B3, intron 1 of 7)",-31068,"SH2B3","SH2B3","NM_005475","SH2B3",0.437138728323699,951
"58","Interval_73807",232.983913833285,-1.99765979703559,0.229771470850884,-8.69411589540641,3.49540762606186e-18,5.06924504252057e-15,"chr7",148570368,148571144,"+","Intergenic",-19809,"C7orf33","C7orf33","NM_145304","C7orf33",0.438867438867439,776
"59","Interval_3441",226.223716511777,-2.49886954174018,0.288485621805599,-8.66202456157099,4.63458461043338e-18,6.60742516112887e-15,"chr1",109920319,109924028,"+","intron (CSF1, intron 5 of 8)",11562,"CSF1","CSF1","NM_172211","CSF1",0.55633423180593,3709
"60","Interval_71221",284.152834801777,1.75942703293268,0.2036859029459,8.63794208379749,5.72346179229567e-18,8.02381647764917e-15,"chr7",47465044,47467161,"+","intron (TNS3, intron 4 of 30)",91888,"LOC102723974","LOC102723974","XM_006715818","LOC102723974",0.45042492917847,2117
"61","Interval_60988",314.877954651791,1.67984533297821,0.195052655739385,8.6122658858985,7.16304732813801e-18,9.8773725574808e-15,"chr5",54670325,54671888,"+","intron (LOC102467080, intron 1 of 2)",32218,"LOC102467080","LOC102467080","rna24253","LOC102467080",0.468030690537084,1563
"62","Interval_7441",97.1829670432587,2.95576577828274,0.343714407879662,8.59948175148243,8.00768741784173e-18,1.08639778572864e-14,"chr1",234835752,234836833,"+","Intergenic",-76242,"PP2672","PP2672","rna8523","PP2672",0.425138632162662,1081
