geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId
hsa04933	AGE-RAGE signaling pathway in diabetic complications	http://www.kegg.jp/kegg-bin/show_pathway?hsa04933+10000+1277+1906+1958+207+2152+3383+3717+4772+5054+5292+5580+5603+596+6776+7048+7056	83	17	4.729501407984098	3.594459232277949	3.048894464008356e-6	6.342174731919966e-4	10000;1277;1906;1958;207;2152;3383;3717;4772;5054;5292;5580;5603;596;6776;7048;7056	SERPINE1;PRKCD;PIM1;THBD;NFATC1;F3;STAT5A;AKT3;TGFBR2;ICAM1;AKT1;EGR1;JAK2;EDN1;MAPK13;BCL2;COL1A1
hsa04668	TNF signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04668+10000+1051+1385+1435+1906+207+3383+3456+3659+4792+5603+5604+5606+6364+7128+8737+8772+8986+9021	105	19	5.983104190823257	3.175609080841639	5.610992069304821e-6	6.342174731919966e-4	10000;1051;1385;1435;1906;207;3383;3456;3659;4792;5603;5604;5606;6364;7128;8737;8772;8986;9021	NFKBIA;CSF1;MAP2K3;TNFAIP3;AKT3;IFNB1;ICAM1;AKT1;EDN1;MAPK13;SOCS3;FADD;CEBPB;MAP2K1;CCL20;RIPK1;RPS6KA4;IRF1;CREB1
hsa04022	cGMP-PKG signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04022+10000+10105+10398+10672+1385+151+153+154+1910+207+27345+3643+3778+4772+4773+481+483+486+488+5604+6547+7408+7416	145	23	8.262381977803544	2.7837008821170812	6.059402610114617e-6	6.342174731919966e-4	10000;10105;10398;10672;1385;151;153;154;1910;207;27345;3643;3778;4772;4773;481;483;486;488;5604;6547;7408;7416	NFATC1;VASP;FXYD2;KCNMA1;SLC8A3;AKT3;KCNMB4;ATP1B1;AKT1;ADRA2B;GNA13;NFATC2;EDNRB;ATP2A2;MAP2K1;PPIF;INSR;ADRB2;VDAC1;MYL9;ADRB1;ATP1B3;CREB1
hsa04380	Osteoclast differentiation	http://www.kegg.jp/kegg-bin/show_pathway?hsa04380+10000+1385+1435+207+2212+3456+3554+3937+4688+4772+4773+4791+4792+5603+5604+7048+8061+8651+8878+9021	121	20	6.894815305615372	2.9007303478762254	1.3216184669762043e-5	0.0010374704965763204	10000;1385;1435;207;2212;3456;3554;3937;4688;4772;4773;4791;4792;5603;5604;7048;8061;8651;8878;9021	NFKBIA;CSF1;NFATC1;NFKB2;LCP2;NCF2;AKT3;TGFBR2;IFNB1;FCGR2A;SOCS1;AKT1;FOSL1;MAPK13;NFATC2;SOCS3;MAP2K1;IL1R1;SQSTM1;CREB1
hsa05163	Human cytomegalovirus infection	http://www.kegg.jp/kegg-bin/show_pathway?hsa05163+10000+10672+1234+1385+1499+207+2782+29110+3456+3554+3587+414062+4609+4772+4773+4792+5603+5604+5734+5829+5880+5881+6714+6892+842+8737+8772	202	27	11.510352824250456	2.345714367948423	2.5103404359905213e-5	0.0015764937938020473	10000;10672;1234;1385;1499;207;2782;29110;3456;3554;3587;414062;4609;4772;4773;4792;5603;5604;5734;5829;5880;5881;6714;6892;842;8737;8772	MYC;NFKBIA;CCL3L3;RAC2;NFATC1;TBK1;AKT3;PXN;IFNB1;SRC;AKT1;MAPK13;GNB1;IL10RA;RAC3;PTGER4;GNA13;CTNNB1;NFATC2;CCR5;FADD;MAP2K1;RIPK1;IL1R1;TAPBP;CASP9;CREB1
hsa04370	VEGF signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04370+10000+207+4773+5603+5604+5829+5880+5881+6714+842+8877+9261	54	12	3.0770250124233893	3.8998708010335914	3.770521533774662e-5	0.001973239602675407	10000;207;4773;5603;5604;5829;5880;5881;6714;842;8877;9261	RAC2;AKT3;PXN;SRC;SPHK1;AKT1;MAPK13;RAC3;NFATC2;MAP2K1;MAPKAPK2;CASP9
hsa05418	Fluid shear stress and atherosclerosis	http://www.kegg.jp/kegg-bin/show_pathway?hsa05418+10000+10365+1499+1906+207+2817+3320+3383+3554+4688+5603+5880+5881+596+6385+6714+7056+8878+9446	130	19	7.4076528076859365	2.5649150268336314	1.2395232805961776e-4	0.00556014728724571	10000;10365;1499;1906;207;2817;3320;3383;3554;4688;5603;5880;5881;596;6385;6714;7056;8878;9446	RAC2;THBD;KLF2;SDC4;NCF2;AKT3;SRC;ICAM1;AKT1;HSP90AA1;EDN1;MAPK13;RAC3;CTNNB1;BCL2;IL1R1;SQSTM1;GPC1;GSTO1
hsa04919	Thyroid hormone signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04919+10000+1499+207+23389+29079+4609+481+483+486+488+5214+5604+6714+7068+842+9969	102	16	5.812158356799735	2.7528499772001824	1.8395316362485037e-4	0.006483754538524591	10000;1499;207;23389;29079;4609;481;483;486;488;5214;5604;6714;7068;842;9969	MYC;FXYD2;AKT3;SRC;PFKP;ATP1B1;AKT1;CTNNB1;MED4;MED13;THRB;ATP2A2;MAP2K1;MED13L;CASP9;ATP1B3
hsa05210	Colorectal cancer	http://www.kegg.jp/kegg-bin/show_pathway?hsa05210+10000+10912+1499+207+374+4609+4616+5366+5604+5880+5881+596+7048+842	82	14	4.672519463309591	2.996242200794101	1.85840098237966e-4	0.006483754538524591	10000;10912;1499;207;374;4609;4616;5366;5604;5880;5881;596;7048;842	MYC;GADD45B;RAC2;PMAIP1;AKT3;TGFBR2;AKT1;RAC3;GADD45G;CTNNB1;MAP2K1;BCL2;CASP9;AREG
hsa04010	MAPK signaling pathway	http://www.kegg.jp/kegg-bin/show_pathway?hsa04010+10000+100506012+10125+10912+1435+1845+1847+1848+1850+1944+207+2321+3554+3643+374+4137+4609+4616+4772+4791+5603+5604+5606+5880+5881+5908+7048+8986+9261+9448	269	30	15.328143117442439	1.9571842310019885	2.7138660986059104e-4	0.008521539549622559	10000;100506012;10125;10912;1435;1845;1847;1848;1850;1944;207;2321;3554;3643;374;4137;4609;4616;4772;4791;5603;5604;5606;5880;5881;5908;7048;8986;9261;9448	FLT1;MYC;GADD45B;CSF1;RAC2;MAP2K3;NFATC1;DUSP6;NFKB2;DUSP5;AKT3;TGFBR2;DUSP8;PPP5D1;AKT1;RAP1B;RASGRP1;MAPK13;RAC3;GADD45G;EFNA3;MAP4K4;DUSP3;MAPT;MAP2K1;IL1R1;MAPKAPK2;RPS6KA4;INSR;AREG
