"","Interval","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Chr","Start","End","Strand","Annotation","Distance.to.TSS","Nearest.PromoterID","Entrez.ID","Nearest.Unigene","Gene.Name","gc_content","length"
"1","Interval_13223",15.4903607697232,2.5094074573637,0.659806604457709,3.80324695207646,0.000142811863892619,0.999959868144049,"chr11",38155919,38156972,"+","Intergenic",-492413,"RP11-64I17.1","RP11-64I17","rna47773","RP11-64I17.1",0.470115967885816,1053
"2","Interval_73292",80.68283841334,-0.983477198894013,0.291977930348201,-3.36832718048641,0.000756257922667614,0.999959868144049,"chr7",130929964,130930945,"+","Intergenic",16990,"LOC100506860","LOC100506860","rna34924","LOC100506860",0.39816700610998,981
"3","Interval_65757",105.972211923037,-0.798066126781643,0.245403048242877,-3.25206281053115,0.00114570700511826,0.999959868144049,"chr6",26364318,26365759,"+","promoter-TSS (BTN3A2)",-133,"BTN3A2","BTN3A2","NM_001197246","BTN3A2",0.416088765603329,1441
"4","Interval_3840",24.5504190629679,1.8050508387849,0.564833730559693,3.1957206893368,0.00139482066850231,0.999959868144049,"chr1",120153823,120154563,"+","Intergenic",22328,"SEC22B","SEC22B","NM_004892","SEC22B",0.36302294197031,740
"5","Interval_33712",20.347880053148,-2.33802713138283,0.744923208349607,-3.13861496752502,0.0016974833159851,0.999959868144049,"chr17",81564109,81564675,"+","intron (NPLOC4, intron 16 of 16)",-11989,"C17orf70","C17orf70","rna71629","C17orf70",0.352708058124174,566
"6","Interval_4271",65.4383043124153,-1.01081212033656,0.329091209519527,-3.07152573844907,0.00212967802392822,0.999959868144049,"chr1",146322563,146323799,"+","intron (LOC102724364, intron 3 of 3)",25408,"NUDT4P2","NUDT4P2","rna4741","NUDT4P2",0.331447049312854,1236
"7","Interval_295",13.3938876964558,-2.52392740466853,0.830521613378041,-3.03896655308316,0.00237391208631852,0.999959868144049,"chr1",9260243,9260815,"+","intron (H6PD, intron 3 of 4)",25764,"H6PD","H6PD","NM_001282587","H6PD",0.425828970331588,572
"8","Interval_2114",32.6073628145207,-1.4144977090411,0.466372407475155,-3.03297898067962,0.00242152466267278,0.999959868144049,"chr1",55898079,55898620,"+","Intergenic",-541507,"LOC102724140","LOC102724140","rna3025","LOC102724140",0.359778597785978,541
"9","Interval_60289",76.24023345726,0.898037687294101,0.297319568884513,3.02044594865844,0.00252402754173723,0.999959868144049,"chr5",14900716,14901815,"+","Intergenic",-58465,"ANKH","ANKH","NM_054027","ANKH",0.467272727272727,1099
"10","Interval_68489",80.189568800396,-0.931239898753407,0.311616585410365,-2.98841570812756,0.00280427841332698,0.999959868144049,"chr6",136414736,136416014,"+","intron (MAP7, intron 2 of 17)",-124730,"BCLAF1","BCLAF1","XM_005267238","BCLAF1",0.405785770132916,1278
"11","Interval_21049",17.7300713560301,1.82329700519576,0.611795288152304,2.98024035245897,0.00288022294825685,0.999959868144049,"chr13",41327962,41328639,"+","promoter-TSS (NAA16)",17071,"NAA16","NAA16","XM_005266523","NAA16",0.404761904761905,677
"12","Interval_7679",88.6434240664625,-0.860269612851912,0.289399565546307,-2.97260160438721,0.0029528745791323,0.999959868144049,"chr1",243727342,243728111,"+","intron (AKT3, intron 2 of 8)",122332,"AKT3","AKT3","XM_005272995","AKT3",0.379220779220779,769
"13","Interval_16101",22.823725682955,1.35048676839902,0.468822627977496,2.88059212121443,0.00396928938183547,0.999959868144049,"chr11",133185962,133187220,"+","intron (OPCML, intron 1 of 7)",150758,"LOC102724644","LOC102724644","rna51345","LOC102724644",0.44578313253012,1258
"14","Interval_71347",27.7208358728863,-1.35283004558666,0.47257941891815,-2.8626512104222,0.00420112747036632,0.999959868144049,"chr7",50739560,50740359,"+","intron (GRB10, intron 1 of 15)",53353,"GRB10","GRB10","NM_001001555","GRB10",0.4825,799
"15","Interval_71945",120.119623338648,0.940046929840338,0.330635153399766,2.84315481936593,0.00446693661695677,0.999959868144049,"chr7",80726612,80727104,"+","Intergenic",88317,"CD36","CD36","NM_001001548","CD36",0.40973630831643,492
"16","Interval_4258",79.5729905161231,-0.924216517726396,0.328574228272895,-2.81280891256874,0.00491108260707033,0.999959868144049,"chr1",146001230,146001953,"+","Intergenic",-4960,"TXNIP","TXNIP","NM_006472","TXNIP",0.430939226519337,723
"17","Interval_54535",84.3719382858035,-0.822640604450675,0.292574388219038,-2.81173143506601,0.00492756273288625,0.999959868144049,"chr3",154870213,154871672,"+","Intergenic",-212588,"MME","MME","NM_007288","MME",0.381506849315069,1459
"18","Interval_68419",64.3699087191605,-1.0153918385681,0.363710327239418,-2.79175971239249,0.00524222693290036,0.999959868144049,"chr6",134634572,134635279,"+","Intergenic",72437,"LOC101928277","LOC101928277","rna30915","LOC101928277",0.351694915254237,707
"19","Interval_24396",57.9259297673246,-0.933716736436826,0.334682113472075,-2.78986148004809,0.00527305964358553,0.999959868144049,"chr14",89442503,89444260,"+","intron (FOXN3, intron 1 of 6)",26027,"FOXN3-AS1","FOXN3-AS1","rna59417","FOXN3-AS1",0.394594594594595,1757
"20","Interval_42227",58.9084504115358,0.915332496569543,0.328518252961287,2.78624547743899,0.00533224745783844,0.999959868144049,"chr2",130873402,130875326,"+","intron (ARHGEF4, intron 1 of 6)",37448,"ARHGEF4","ARHGEF4","XM_005263688","ARHGEF4",0.457142857142857,1924
"21","Interval_47751",31.1801418382791,-1.43065404179887,0.515738154433561,-2.77399302242853,0.0055372865840877,0.999959868144049,"chr21",14508927,14511159,"+","intron (SAMSN1, intron 5 of 7)",36317,"SAMSN1","SAMSN1","NM_001256370","SAMSN1",0.453649798477385,2232
"22","Interval_21148",31.3236372948869,-1.2955143081059,0.469503989817652,-2.75932545026732,0.00579208201514351,0.999959868144049,"chr13",44095959,44097714,"+","Intergenic",-45492,"SMIM2-AS1","SMIM2-AS1","rna56415","SMIM2-AS1",0.404761904761905,1755
"23","Interval_72720",19.8679383094919,-1.62886593863132,0.593362899331015,-2.7451428804662,0.00604845575731219,0.999959868144049,"chr7",106988356,106989068,"+","Intergenic",-56021,"PRKAR2B","PRKAR2B","NM_002736","PRKAR2B",0.413744740532959,712
"24","Interval_76513",66.9322917402267,-0.946529816787179,0.34624772761389,-2.73367806139851,0.0062631248673301,0.999959868144049,"chr8",94253233,94254072,"+","intron (GEM, intron 2 of 4)",8667,"GEM","GEM","NM_181702","GEM",0.4,839
"25","Interval_68406",28.2550239611711,-1.15941343620315,0.425108423605864,-2.72733583204196,0.00638480198903925,0.999959868144049,"chr6",134464722,134465913,"+","intron (LINC01010, intron 2 of 2)",13580,"LOC101928231","LOC101928231","rna30907","LOC101928231",0.395134228187919,1191
"26","Interval_60594",24.6994731783424,1.30816981634935,0.481429051065854,2.71726397369071,0.00658240852785257,0.999959868144049,"chr5",36079068,36079732,"+","Intergenic",-12479,"UGT3A2","UGT3A2","NM_174914","UGT3A2",0.478195488721805,664
"27","Interval_20681",52.767681103432,-0.908892625314227,0.33454721503939,-2.71678431161716,0.00659195508379532,0.999959868144049,"chr13",28415783,28416820,"+","intron (FLT1, intron 10 of 29)",78827,"FLT1","FLT1","NM_001160031","FLT1",0.404761904761905,1037
"28","Interval_68390",64.2037793998692,-0.96100789879381,0.354306011267455,-2.71236690384114,0.00668046032630426,0.999959868144049,"chr6",134340128,134341069,"+","Intergenic",-58109,"LOC102723463","LOC102723463","rna30906","LOC102723463",0.384288747346072,941
"29","Interval_78284",72.1700720273681,1.01038252565017,0.372708340677112,2.71092008248211,0.00670967959116915,0.999959868144049,"chr9",2125337,2127027,"+","intron (SMARCA2, intron 27 of 32)",110963,"SMARCA2","SMARCA2","NM_003070","SMARCA2",0.403311649911295,1690
"30","Interval_28035",18.0120474034262,-1.61775572463709,0.598574565163954,-2.70268036563493,0.00687828549765089,0.999959868144049,"chr16",3798621,3799310,"+","intron (CREBBP, intron 3 of 28)",81008,"CREBBP","CREBBP","NM_004380","CREBBP",0.539551357733176,689
