userId	geneSymbol	geneName	entrezgene	gLink
MT1H	MT1H	metallothionein 1H	4496	https://www.ncbi.nlm.nih.gov/gene/?term=4496
MT1M	MT1M	metallothionein 1M	4499	https://www.ncbi.nlm.nih.gov/gene/?term=4499
MT1F	MT1F	metallothionein 1F	4494	https://www.ncbi.nlm.nih.gov/gene/?term=4494
LOC101929270	LOC101929270	uncharacterized LOC101929270	101929270	https://www.ncbi.nlm.nih.gov/gene/?term=101929270
PNKD	PNKD	PNKD, MBL domain containing	25953	https://www.ncbi.nlm.nih.gov/gene/?term=25953
LOC101930275	LOC101930275	uncharacterized LOC101930275	101930275	https://www.ncbi.nlm.nih.gov/gene/?term=101930275
RNASE2	RNASE2	ribonuclease A family member 2	6036	https://www.ncbi.nlm.nih.gov/gene/?term=6036
MT1E	MT1E	metallothionein 1E	4493	https://www.ncbi.nlm.nih.gov/gene/?term=4493
ALKBH3-AS1	ALKBH3-AS1	ALKBH3 antisense RNA 1	100507300	https://www.ncbi.nlm.nih.gov/gene/?term=100507300
BBS5	BBS5	Bardet-Biedl syndrome 5	129880	https://www.ncbi.nlm.nih.gov/gene/?term=129880
G0S2	G0S2	G0/G1 switch 2	50486	https://www.ncbi.nlm.nih.gov/gene/?term=50486
SIRPB2	SIRPB2	signal regulatory protein beta 2	284759	https://www.ncbi.nlm.nih.gov/gene/?term=284759
MT1L	MT1L	metallothionein 1L, pseudogene	4500	https://www.ncbi.nlm.nih.gov/gene/?term=4500
HCK	HCK	HCK proto-oncogene, Src family tyrosine kinase	3055	https://www.ncbi.nlm.nih.gov/gene/?term=3055
IFI44L	IFI44L	interferon induced protein 44 like	10964	https://www.ncbi.nlm.nih.gov/gene/?term=10964
CXCL5	CXCL5	C-X-C motif chemokine ligand 5	6374	https://www.ncbi.nlm.nih.gov/gene/?term=6374
ZNF141	ZNF141	zinc finger protein 141	7700	https://www.ncbi.nlm.nih.gov/gene/?term=7700
ZNF331	ZNF331	zinc finger protein 331	55422	https://www.ncbi.nlm.nih.gov/gene/?term=55422
VNN1	VNN1	vanin 1	8876	https://www.ncbi.nlm.nih.gov/gene/?term=8876
AOAH-IT1	AOAH-IT1	AOAH intronic transcript 1	100874264	https://www.ncbi.nlm.nih.gov/gene/?term=100874264
GRASP	GRASP	general receptor for phosphoinositides 1 associated scaffold protein	160622	https://www.ncbi.nlm.nih.gov/gene/?term=160622
LAIR1	LAIR1	leukocyte associated immunoglobulin like receptor 1	3903	https://www.ncbi.nlm.nih.gov/gene/?term=3903
GUCY1B2	GUCY1B2	guanylate cyclase 1 soluble subunit beta 2 (pseudogene)	2974	https://www.ncbi.nlm.nih.gov/gene/?term=2974
ANKRD1	ANKRD1	ankyrin repeat domain 1	27063	https://www.ncbi.nlm.nih.gov/gene/?term=27063
GBP1P1	GBP1P1	guanylate binding protein 1 pseudogene 1	400759	https://www.ncbi.nlm.nih.gov/gene/?term=400759
SCN11A	SCN11A	sodium voltage-gated channel alpha subunit 11	11280	https://www.ncbi.nlm.nih.gov/gene/?term=11280
MT1A	MT1A	metallothionein 1A	4489	https://www.ncbi.nlm.nih.gov/gene/?term=4489
HIST1H2BD	HIST1H2BD	histone cluster 1 H2B family member d	3017	https://www.ncbi.nlm.nih.gov/gene/?term=3017
LIMS1	LIMS1	LIM zinc finger domain containing 1	3987	https://www.ncbi.nlm.nih.gov/gene/?term=3987
WAS	WAS	Wiskott-Aldrich syndrome	7454	https://www.ncbi.nlm.nih.gov/gene/?term=7454
LINC00968	LINC00968	long intergenic non-protein coding RNA 968	100507632	https://www.ncbi.nlm.nih.gov/gene/?term=100507632
LOC101928389	LOC101928389	uncharacterized LOC101928389	101928389	https://www.ncbi.nlm.nih.gov/gene/?term=101928389
PTGES	PTGES	prostaglandin E synthase	9536	https://www.ncbi.nlm.nih.gov/gene/?term=9536
MIR1302-8	MIR1302-8	microRNA 1302-8	100302223	https://www.ncbi.nlm.nih.gov/gene/?term=100302223
CD300LD	CD300LD	CD300 molecule like family member d	100131439	https://www.ncbi.nlm.nih.gov/gene/?term=100131439
LY75-CD302	LY75-CD302	LY75-CD302 readthrough	100526664	https://www.ncbi.nlm.nih.gov/gene/?term=100526664
WBP1L	WBP1L	WW domain binding protein 1 like	54838	https://www.ncbi.nlm.nih.gov/gene/?term=54838
MANBA	MANBA	mannosidase beta	4126	https://www.ncbi.nlm.nih.gov/gene/?term=4126
LINC01094	LINC01094	long intergenic non-protein coding RNA 1094	100505702	https://www.ncbi.nlm.nih.gov/gene/?term=100505702
C9orf131	C9orf131	chromosome 9 open reading frame 131	138724	https://www.ncbi.nlm.nih.gov/gene/?term=138724
FKBP9	FKBP9	FKBP prolyl isomerase 9	11328	https://www.ncbi.nlm.nih.gov/gene/?term=11328
CES1	CES1	carboxylesterase 1	1066	https://www.ncbi.nlm.nih.gov/gene/?term=1066
PRL	PRL	prolactin	5617	https://www.ncbi.nlm.nih.gov/gene/?term=5617
GJB2	GJB2	gap junction protein beta 2	2706	https://www.ncbi.nlm.nih.gov/gene/?term=2706
HOMEZ	HOMEZ	homeobox and leucine zipper encoding	57594	https://www.ncbi.nlm.nih.gov/gene/?term=57594
PHC2	PHC2	polyhomeotic homolog 2	1912	https://www.ncbi.nlm.nih.gov/gene/?term=1912
MT1IP	MT1IP	metallothionein 1I, pseudogene	644314	https://www.ncbi.nlm.nih.gov/gene/?term=644314
VNN3	VNN3	vanin 3	55350	https://www.ncbi.nlm.nih.gov/gene/?term=55350
FUT7	FUT7	fucosyltransferase 7	2529	https://www.ncbi.nlm.nih.gov/gene/?term=2529
SORT1	SORT1	sortilin 1	6272	https://www.ncbi.nlm.nih.gov/gene/?term=6272
HNMT	HNMT	histamine N-methyltransferase	3176	https://www.ncbi.nlm.nih.gov/gene/?term=3176
SPATA13-AS1	SPATA13-AS1	SPATA13 antisense RNA 1	100874231	https://www.ncbi.nlm.nih.gov/gene/?term=100874231
CHPF	CHPF	chondroitin polymerizing factor	79586	https://www.ncbi.nlm.nih.gov/gene/?term=79586
ASAH1	ASAH1	N-acylsphingosine amidohydrolase 1	427	https://www.ncbi.nlm.nih.gov/gene/?term=427
WBP1	WBP1	WW domain binding protein 1	23559	https://www.ncbi.nlm.nih.gov/gene/?term=23559
